id,name,category,subcategory,rarity,professions,region,short_uses,file_name
40824,Briarbound Vest,Material,Resin,Common,Leatherworking,Frostbriar,Utility piece: enables a recipe chain.,material_briarbound_vest.png
40825,Lantern-lit Coat,Document,Ledger,Common,Scribing,Hollowroot,Field use: keeps you moving.,document_lantern_lit_coat.png
40826,Warden's Bottle,Ingredient,Meat,Uncommon,Alchemy,Frostbriar,Utility piece: fills a gear gap.,ingredient_warden_s_bottle.png
40827,Saltglass Permit Slip,Quest Item,Relic,Common,—,Saltmarrow,Quest hook: gates a shortcut.,quest_item_saltglass_permit_slip.png
40828,Saltmarrow Guard,Trinket,Locket,Uncommon,Jewelry,Frostbriar,Craft input: gates a shortcut.,trinket_saltmarrow_guard.png
40829,Cinder-scarred Hilt,Material,Leather,Common,Smithing,Ashen Fields,Field use: enables a recipe chain.,material_cinder_scarred_hilt.png
40830,Frostbriar Root,Gear,Crossbow,Common,Smithing,Emberford,Field use: keeps you moving.,gear_frostbriar_root.png
40831,Harbor-wet Helm,Material,Resin,Uncommon,Mining,Greatwood,Craft input: feeds a rumor.,material_harbor_wet_helm.png
40832,Pilgrim's Thread,Ingredient,Salt,Uncommon,Cooking,Saltmarrow,Utility piece: feeds a rumor.,ingredient_pilgrim_s_thread.png
40833,Pilgrim's Petal,Ingredient,Fruit,Common,Cooking,Marketwalk,Quest hook: keeps you moving.,ingredient_pilgrim_s_petal.png
40834,Saltglass Vial,Gear,Belt,Uncommon,Jewelry,Greatwood,Utility piece: feeds a rumor.,gear_saltglass_vial.png
40835,Saltglass Guard,Gear,Mace,Common,Smithing,Ashen Fields,Field use: fills a gear gap.,gear_saltglass_guard.png
40836,River-smooth Leather Strip,Consumable,Food,Common,Cooking,Saltmarrow,Quest hook: feeds a rumor.,consumable_river_smooth_leather_strip.png
40837,Gutterborn Pod,Consumable,Tea,Common,Cooking,Marketwalk,Field use: enables a recipe chain.,consumable_gutterborn_pod.png
40838,Moon-stitched Stew,Curio,Totem,Uncommon,Jewelry,Frostbriar,Field use: supports leveling.,curio_moon_stitched_stew.png
40839,Saltglass Leather Strip,Ingredient,Meat,Common,Cooking,Saltmarrow,Loot filler: gates a shortcut.,ingredient_saltglass_leather_strip.png
40840,Iron-banded Tally,Consumable,Food,Uncommon,Cooking,Ashen Fields,Quest hook: feeds a rumor.,consumable_iron_banded_tally.png
40841,Emberford Totem,Material,Leather,Uncommon,Mining,Glimmerdeep,Vendor staple: fills a gear gap.,material_emberford_totem.png
40842,Silt-grit Bottle,Consumable,Food,Common,Alchemy,Ashen Fields,Loot filler: gates a shortcut.,consumable_silt_grit_bottle.png
40843,Sun-bleached Pendant,Gear,Bow,Common,Tailoring,Ashen Fields,Field use: enables a recipe chain.,gear_sun_bleached_pendant.png
40844,Lantern-lit Permit Slip,Ingredient,Root,Uncommon,Alchemy,Glimmerdeep,Quest hook: supports leveling.,ingredient_lantern_lit_permit_slip.png
40845,Saltglass Root,Material,Stone,Uncommon,Skinning,Ashen Fields,Field use: fills a gear gap.,material_saltglass_root.png
40846,Saltglass Shard,Material,Timber,Common,Smithing,Marketwalk,Loot filler: enables a recipe chain.,material_saltglass_shard.png
40847,Amberwake Stew,Document,Memo,Common,Scribing,Emberford,Quest hook: fills a gear gap.,document_amberwake_stew.png
40848,Harbor-wet Hook,Consumable,Bandage,Common,Cooking,Saltmarrow,Field use: feeds a rumor.,consumable_harbor_wet_hook.png
40849,Hollowroot Hood,Ingredient,Fruit,Uncommon,Alchemy,Ashen Fields,Craft input: gates a shortcut.,ingredient_hollowroot_hood.png
40850,Emberford Bottle,Ingredient,Root,Common,Alchemy,Emberford,Vendor staple: supports leveling.,ingredient_emberford_bottle.png
40851,Frostbriar Canteen,Gear,Mace,Common,Smithing,Glimmerdeep,Field use: keeps you moving.,gear_frostbriar_canteen.png
40852,Silt-grit Canteen,Curio,Figurine,Common,Enchanting,Frostbriar,Loot filler: keeps you moving.,curio_silt_grit_canteen.png
40853,Frostbriar Spool,Tool,Utility,Uncommon,Smithing,Glimmerdeep,Quest hook: supports leveling.,tool_frostbriar_spool.png
40854,Frostworn Nail,Material,Cloth,Uncommon,Tailoring,Saltmarrow,Utility piece: enables a recipe chain.,material_frostworn_nail.png
40855,Amberwake Wanted Poster,Quest Item,Relic,Common,—,Emberford,Quest hook: fills a gear gap.,quest_item_amberwake_wanted_poster.png
40856,Emberford Salve,Gear,Sword,Common,Smithing,Hollowroot,Craft input: fills a gear gap.,gear_emberford_salve.png
40857,Amberwake Trinket,Gear,Dagger,Rare,Smithing,Marketwalk,Vendor staple: gates a shortcut.,gear_amberwake_trinket.png
40858,Lantern-lit Trophy Fang,Material,Resin,Rare,Mining,Ashen Fields,Loot filler: feeds a rumor.,material_lantern_lit_trophy_fang.png
40859,Warden's Hook,Gear,Wand,Common,Jewelry,Marketwalk,Field use: fills a gear gap.,gear_warden_s_hook.png
40860,Silt-grit Nail,Gear,Legs,Uncommon,Woodworking,Ashen Fields,Loot filler: keeps you moving.,gear_silt_grit_nail.png
40861,Moon-stitched Stew,Ingredient,Meat,Common,Fishing,Greatwood,Vendor staple: feeds a rumor.,ingredient_moon_stitched_stew.png
40862,Iron-banded Lantern,Gear,Mace,Uncommon,Smithing,Ashen Fields,Craft input: keeps you moving.,gear_iron_banded_lantern.png
40863,Amberwake Sash,Trinket,Charm,Common,Jewelry,Glimmerdeep,Field use: supports leveling.,trinket_amberwake_sash.png
40864,Lantern-lit Tally,Ingredient,Salt,Uncommon,Cooking,Ashen Fields,Craft input: enables a recipe chain.,ingredient_lantern_lit_tally.png
40865,Sun-bleached Keybone,Gear,Gloves,Common,Tailoring,Marketwalk,Vendor staple: gates a shortcut.,gear_sun_bleached_keybone.png
40866,Greatwood Thread,Consumable,Bandage,Uncommon,Alchemy,Ashen Fields,Loot filler: gates a shortcut.,consumable_greatwood_thread.png
40867,Mire-touched Wanted Poster,Material,Glass,Common,Woodworking,Marketwalk,Field use: keeps you moving.,material_mire_touched_wanted_poster.png
40868,Mire-touched Charm,Ingredient,Meat,Common,Alchemy,Glimmerdeep,Utility piece: keeps you moving.,ingredient_mire_touched_charm.png
40869,Lantern-lit Ingot,Curio,Figurine,Common,Scribing,Ashen Fields,Craft input: enables a recipe chain.,curio_lantern_lit_ingot.png
40870,Amberwake Wanted Poster,Consumable,Food,Uncommon,Cooking,Marketwalk,Loot filler: supports leveling.,consumable_amberwake_wanted_poster.png
40871,Storm-bit Lichen,Ingredient,Meat,Common,Herbalism,Frostbriar,Field use: feeds a rumor.,ingredient_storm_bit_lichen.png
40872,Gutterborn Hilt,Curio,Mask,Uncommon,Jewelry,Marketwalk,Field use: keeps you moving.,curio_gutterborn_hilt.png
40873,Mire-touched Petal,Gear,Helm,Common,Leatherworking,Greatwood,Loot filler: keeps you moving.,gear_mire_touched_petal.png
40874,Storm-bit Gloves,Material,Resin,Common,Mining,Marketwalk,Loot filler: fills a gear gap.,material_storm_bit_gloves.png
40875,Iron-banded Boots,Curio,Coin,Common,Enchanting,Greatwood,Quest hook: gates a shortcut.,curio_iron_banded_boots.png
40876,Tide-taken Pin,Ingredient,Grain,Common,Fishing,Saltmarrow,Vendor staple: enables a recipe chain.,ingredient_tide_taken_pin.png
40877,Greatwood Lichen,Curio,Coin,Uncommon,Enchanting,Greatwood,Field use: feeds a rumor.,curio_greatwood_lichen.png
40878,Glimmerdeep Biscuit,Ingredient,Fruit,Common,Herbalism,Emberford,Craft input: gates a shortcut.,ingredient_glimmerdeep_biscuit.png
40879,Ash-dusted Lichen,Ingredient,Root,Uncommon,Cooking,Saltmarrow,Field use: fills a gear gap.,ingredient_ash_dusted_lichen.png
40880,Sun-bleached Root,Ingredient,Meat,Common,Herbalism,Frostbriar,Utility piece: feeds a rumor.,ingredient_sun_bleached_root.png
40881,Warden's Gloves,Material,Stone,Common,Woodworking,Glimmerdeep,Loot filler: keeps you moving.,material_warden_s_gloves.png
40882,Frostbriar Sash,Consumable,Tea,Common,Alchemy,Ashen Fields,Craft input: fills a gear gap.,consumable_frostbriar_sash.png
40883,Harbor-wet Trophy Fang,Ingredient,Fish,Common,Alchemy,Emberford,Vendor staple: enables a recipe chain.,ingredient_harbor_wet_trophy_fang.png
40884,Harbor-wet Map Scrap,Gear,Gloves,Uncommon,Leatherworking,Glimmerdeep,Quest hook: enables a recipe chain.,gear_harbor_wet_map_scrap.png
40885,Pilgrim's Canteen,Ingredient,Salt,Common,Herbalism,Glimmerdeep,Utility piece: enables a recipe chain.,ingredient_pilgrim_s_canteen.png
40886,Warden's Salve,Material,Leather,Uncommon,Woodworking,Greatwood,Loot filler: enables a recipe chain.,material_warden_s_salve.png
40887,Greatwood Map Scrap,Consumable,Potion,Uncommon,Cooking,Saltmarrow,Quest hook: feeds a rumor.,consumable_greatwood_map_scrap.png
40888,Storm-bit Compass,Gear,Belt,Rare,Woodworking,Greatwood,Quest hook: gates a shortcut.,gear_storm_bit_compass.png
40889,Mire-touched Biscuit,Consumable,Bandage,Common,Cooking,Saltmarrow,Utility piece: gates a shortcut.,consumable_mire_touched_biscuit.png
40890,Harbor-wet Pendant,Consumable,Potion,Common,Alchemy,Emberford,Loot filler: enables a recipe chain.,consumable_harbor_wet_pendant.png
40891,Hollowroot Biscuit,Curio,Signet,Common,Enchanting,Greatwood,Craft input: keeps you moving.,curio_hollowroot_biscuit.png
40892,Saltglass Pommel,Gear,Sword,Common,Smithing,Marketwalk,Quest hook: feeds a rumor.,gear_saltglass_pommel.png
40893,Mire-touched Charm,Material,Ore,Common,Tailoring,Hollowroot,Vendor staple: gates a shortcut.,material_mire_touched_charm.png
40894,Frostworn Token,Material,Ore,Common,Mining,Glimmerdeep,Vendor staple: fills a gear gap.,material_frostworn_token.png
40895,Glimmerdeep Sash,Ingredient,Root,Uncommon,Herbalism,Glimmerdeep,Loot filler: gates a shortcut.,ingredient_glimmerdeep_sash.png
40896,Amberwake Hook,Curio,Charm,Uncommon,Enchanting,Hollowroot,Loot filler: keeps you moving.,curio_amberwake_hook.png
40897,Tide-taken Ledger Page,Ingredient,Root,Common,Fishing,Greatwood,Utility piece: gates a shortcut.,ingredient_tide_taken_ledger_page.png
40898,Lantern-lit Ration,Ingredient,Fish,Common,Alchemy,Hollowroot,Loot filler: feeds a rumor.,ingredient_lantern_lit_ration.png
40899,Pilgrim's Lockpick,Ingredient,Salt,Common,Cooking,Glimmerdeep,Vendor staple: fills a gear gap.,ingredient_pilgrim_s_lockpick.png
40900,Mire-touched Shard,Material,Cloth,Uncommon,Leatherworking,Marketwalk,Utility piece: enables a recipe chain.,material_mire_touched_shard.png
40901,Hollowroot Pin,Curio,Mask,Rare,Scribing,Frostbriar,Utility piece: gates a shortcut.,curio_hollowroot_pin.png
40902,Emberford Shard,Ingredient,Oil,Common,Herbalism,Glimmerdeep,Quest hook: supports leveling.,ingredient_emberford_shard.png
40903,Gutterborn Tea,Curio,Figurine,Rare,Enchanting,Hollowroot,Field use: supports leveling.,curio_gutterborn_tea.png
40904,Frostbriar Cloak,Ingredient,Spice,Common,Herbalism,Greatwood,Field use: enables a recipe chain.,ingredient_frostbriar_cloak.png
40905,Warden's Map Scrap,Curio,Figurine,Uncommon,Jewelry,Greatwood,Field use: supports leveling.,curio_warden_s_map_scrap.png
40906,Hollowroot Keybone,Consumable,Bandage,Common,Cooking,Ashen Fields,Loot filler: gates a shortcut.,consumable_hollowroot_keybone.png
40907,Lantern-lit Pendant,Gear,Axe,Uncommon,Smithing,Marketwalk,Utility piece: supports leveling.,gear_lantern_lit_pendant.png
40908,Harbor-wet Hook,Gear,Crossbow,Common,Woodworking,Saltmarrow,Craft input: fills a gear gap.,gear_harbor_wet_hook.png
40909,Glimmerdeep Leather Strip,Consumable,Elixir,Uncommon,Cooking,Ashen Fields,Loot filler: feeds a rumor.,consumable_glimmerdeep_leather_strip.png
40910,Tide-taken Totem,Curio,Charm,Common,Jewelry,Ashen Fields,Vendor staple: supports leveling.,curio_tide_taken_totem.png
40911,Gutterborn Trophy Fang,Gear,Legs,Common,Leatherworking,Emberford,Field use: keeps you moving.,gear_gutterborn_trophy_fang.png
40912,Moon-stitched Salve,Alchemy Item,Catalyst,Rare,Alchemy,Hollowroot,Utility piece: supports leveling.,alchemy_item_moon_stitched_salve.png
40913,Harbor-wet Shard,Gear,Boots,Common,Smithing,Saltmarrow,Quest hook: keeps you moving.,gear_harbor_wet_shard.png
40914,Moon-stitched Totem,Gear,Ring,Uncommon,Jewelry,Marketwalk,Field use: supports leveling.,gear_moon_stitched_totem.png
40915,Iron-banded Ingot,Consumable,Tea,Common,Alchemy,Saltmarrow,Loot filler: supports leveling.,consumable_iron_banded_ingot.png
40916,Sun-bleached Tincture,Material,Leather,Uncommon,Mining,Greatwood,Craft input: keeps you moving.,material_sun_bleached_tincture.png
40917,Cinder-scarred Shard,Ingredient,Grain,Common,Alchemy,Marketwalk,Field use: keeps you moving.,ingredient_cinder_scarred_shard.png
40918,Briarbound Map Scrap,Material,Stone,Common,Mining,Greatwood,Utility piece: feeds a rumor.,material_briarbound_map_scrap.png
40919,Silt-grit Token,Consumable,Tonic,Common,Cooking,Ashen Fields,Craft input: feeds a rumor.,consumable_silt_grit_token.png
40920,Amberwake Ring,Alchemy Item,Reagent,Common,Alchemy,Greatwood,Vendor staple: feeds a rumor.,alchemy_item_amberwake_ring.png
40921,River-smooth Vial,Consumable,Tea,Common,Cooking,Marketwalk,Vendor staple: feeds a rumor.,consumable_river_smooth_vial.png
40922,River-smooth Hook,Gear,Chest,Common,Smithing,Ashen Fields,Field use: supports leveling.,gear_river_smooth_hook.png
40923,Sun-bleached Pod,Material,Leather,Common,Mining,Hollowroot,Quest hook: enables a recipe chain.,material_sun_bleached_pod.png
40924,Iron-banded Permit Slip,Material,Glass,Common,Tailoring,Saltmarrow,Quest hook: gates a shortcut.,material_iron_banded_permit_slip.png
40925,Silt-grit Stew,Consumable,Potion,Common,Cooking,Saltmarrow,Field use: feeds a rumor.,consumable_silt_grit_stew.png
40926,Iron-banded Pin,Ingredient,Meat,Common,Herbalism,Marketwalk,Vendor staple: gates a shortcut.,ingredient_iron_banded_pin.png
40927,Saltmarrow Bottle,Material,Resin,Common,Woodworking,Glimmerdeep,Vendor staple: keeps you moving.,material_saltmarrow_bottle.png
40928,Saltmarrow Helm,Gear,Helm,Uncommon,Leatherworking,Hollowroot,Quest hook: gates a shortcut.,gear_saltmarrow_helm.png
40929,Tide-taken Tincture,Material,Pigment,Common,Smithing,Greatwood,Field use: supports leveling.,material_tide_taken_tincture.png
40930,Frostworn Pod,Consumable,Elixir,Uncommon,Cooking,Glimmerdeep,Loot filler: enables a recipe chain.,consumable_frostworn_pod.png
40931,Frostworn Nail,Material,Ingot,Common,Skinning,Marketwalk,Utility piece: gates a shortcut.,material_frostworn_nail.png
40932,Warden's Pin,Material,Leather,Uncommon,Alchemy,Marketwalk,Vendor staple: gates a shortcut.,material_warden_s_pin.png
40933,Silt-grit Compass,Alchemy Item,Catalyst,Common,Alchemy,Hollowroot,Vendor staple: keeps you moving.,alchemy_item_silt_grit_compass.png
40934,River-smooth Tincture,Consumable,Bandage,Common,Alchemy,Emberford,Loot filler: keeps you moving.,consumable_river_smooth_tincture.png
40935,Gutterborn Pod,Gear,Crossbow,Common,Leatherworking,Saltmarrow,Field use: enables a recipe chain.,gear_gutterborn_pod.png
40936,Saltglass Lantern,Material,Glass,Uncommon,Mining,Saltmarrow,Vendor staple: gates a shortcut.,material_saltglass_lantern.png
40937,Moon-stitched Ingot,Gear,Legs,Common,Smithing,Marketwalk,Vendor staple: fills a gear gap.,gear_moon_stitched_ingot.png
40938,Pilgrim's Ring,Material,Ingot,Common,Skinning,Saltmarrow,Loot filler: gates a shortcut.,material_pilgrim_s_ring.png
40939,Moon-stitched Lantern,Material,Ore,Common,Alchemy,Emberford,Utility piece: gates a shortcut.,material_moon_stitched_lantern.png
40940,Sun-bleached Nail,Consumable,Potion,Common,Cooking,Marketwalk,Vendor staple: supports leveling.,consumable_sun_bleached_nail.png
40941,Saltglass Gloves,Map,Chart,Common,—,Frostbriar,Quest hook: keeps you moving.,map_saltglass_gloves.png
40942,Sun-bleached Spool,World Object,Interactable,Common,—,Marketwalk,Utility piece: gates a shortcut.,world_object_sun_bleached_spool.png
40943,Harbor-wet Wanted Poster,Material,Leather,Common,Leatherworking,Frostbriar,Field use: gates a shortcut.,material_harbor_wet_wanted_poster.png
40944,Silt-grit Nail,Consumable,Tea,Uncommon,Cooking,Greatwood,Utility piece: enables a recipe chain.,consumable_silt_grit_nail.png
40945,River-smooth Lichen,Ingredient,Meat,Common,Herbalism,Saltmarrow,Craft input: supports leveling.,ingredient_river_smooth_lichen.png
40946,Ash-dusted Plank,Gear,Shield,Uncommon,Smithing,Frostbriar,Field use: feeds a rumor.,gear_ash_dusted_plank.png
40947,Gutterborn Sash,Gear,Bow,Common,Jewelry,Marketwalk,Vendor staple: fills a gear gap.,gear_gutterborn_sash.png
40948,Emberford Lantern,Curio,Coin,Uncommon,Jewelry,Greatwood,Vendor staple: keeps you moving.,curio_emberford_lantern.png
40949,Frostworn Lockpick,Gear,Sword,Common,Smithing,Emberford,Field use: supports leveling.,gear_frostworn_lockpick.png
40950,Greatwood Trinket,Material,Timber,Common,Mining,Emberford,Field use: enables a recipe chain.,material_greatwood_trinket.png
40951,Ash-dusted Vial,Consumable,Tea,Common,Alchemy,Saltmarrow,Utility piece: gates a shortcut.,consumable_ash_dusted_vial.png
40952,Moon-stitched Boots,Material,Resin,Common,Woodworking,Emberford,Craft input: enables a recipe chain.,material_moon_stitched_boots.png
40953,Ash-dusted Pendant,Material,Glass,Common,Smithing,Greatwood,Loot filler: feeds a rumor.,material_ash_dusted_pendant.png
40954,Gutterborn Buckler,Consumable,Bandage,Common,Alchemy,Marketwalk,Craft input: gates a shortcut.,consumable_gutterborn_buckler.png
40955,Warden's Vest,Gear,Sword,Common,Smithing,Glimmerdeep,Vendor staple: gates a shortcut.,gear_warden_s_vest.png
40956,Greatwood Ore,Ingredient,Meat,Common,Cooking,Marketwalk,Utility piece: feeds a rumor.,ingredient_greatwood_ore.png
40957,Moon-stitched Stew,Gear,Helm,Common,Leatherworking,Emberford,Quest hook: gates a shortcut.,gear_moon_stitched_stew.png
40958,Saltglass Keybone,Ingredient,Salt,Common,Herbalism,Greatwood,Loot filler: gates a shortcut.,ingredient_saltglass_keybone.png
40959,Lantern-lit Ring,Consumable,Tonic,Uncommon,Alchemy,Emberford,Vendor staple: gates a shortcut.,consumable_lantern_lit_ring.png
40960,Briarbound Vial,Consumable,Elixir,Common,Alchemy,Marketwalk,Field use: feeds a rumor.,consumable_briarbound_vial.png
40961,Storm-bit Token,Trinket,Locket,Common,Jewelry,Frostbriar,Vendor staple: enables a recipe chain.,trinket_storm_bit_token.png
40962,Amberwake Pin,Ingredient,Spice,Uncommon,Alchemy,Glimmerdeep,Vendor staple: feeds a rumor.,ingredient_amberwake_pin.png
40963,Iron-banded Tea,Gear,Wand,Uncommon,Tailoring,Ashen Fields,Vendor staple: keeps you moving.,gear_iron_banded_tea.png
40964,Emberford Helm,Curio,Coin,Rare,Jewelry,Glimmerdeep,Utility piece: keeps you moving.,curio_emberford_helm.png
40965,Frostbriar Hook,Trinket,Coin,Rare,Jewelry,Glimmerdeep,Quest hook: fills a gear gap.,trinket_frostbriar_hook.png
40966,Ash-dusted Vial,Curio,Mask,Common,Scribing,Glimmerdeep,Craft input: enables a recipe chain.,curio_ash_dusted_vial.png
40967,Iron-banded Keybone,Gear,Helm,Uncommon,Jewelry,Glimmerdeep,Craft input: gates a shortcut.,gear_iron_banded_keybone.png
40968,Moon-stitched Leather Strip,Ingredient,Spice,Uncommon,Cooking,Frostbriar,Craft input: feeds a rumor.,ingredient_moon_stitched_leather_strip.png
40969,Pilgrim's Map Scrap,Ingredient,Oil,Common,Alchemy,Greatwood,Vendor staple: gates a shortcut.,ingredient_pilgrim_s_map_scrap.png
40970,Mire-touched Compass,Consumable,Tea,Uncommon,Alchemy,Greatwood,Loot filler: feeds a rumor.,consumable_mire_touched_compass.png
40971,Frostworn Hilt,Curio,Coin,Common,Scribing,Saltmarrow,Field use: gates a shortcut.,curio_frostworn_hilt.png
40972,Gutterborn Wanted Poster,Curio,Mask,Common,Enchanting,Saltmarrow,Loot filler: keeps you moving.,curio_gutterborn_wanted_poster.png
40973,Silt-grit Pendant,Ingredient,Herb,Uncommon,Alchemy,Hollowroot,Loot filler: feeds a rumor.,ingredient_silt_grit_pendant.png
40974,Saltmarrow Ledger Page,Curio,Signet,Rare,Scribing,Ashen Fields,Vendor staple: keeps you moving.,curio_saltmarrow_ledger_page.png
40975,Emberford Thread,Curio,Coin,Rare,Scribing,Marketwalk,Utility piece: supports leveling.,curio_emberford_thread.png
40976,Emberford Ore,Curio,Coin,Uncommon,Scribing,Greatwood,Craft input: enables a recipe chain.,curio_emberford_ore.png
40977,Saltmarrow Ledger Page,Gear,Pendant,Common,Woodworking,Saltmarrow,Quest hook: fills a gear gap.,gear_saltmarrow_ledger_page.png
40978,Frostbriar Pendant,Ingredient,Root,Common,Fishing,Saltmarrow,Field use: keeps you moving.,ingredient_frostbriar_pendant.png
40979,Frostbriar Petal,Curio,Coin,Common,Scribing,Greatwood,Quest hook: keeps you moving.,curio_frostbriar_petal.png
40980,Pilgrim's Hook,Consumable,Tonic,Common,Alchemy,Frostbriar,Utility piece: keeps you moving.,consumable_pilgrim_s_hook.png
40981,Warden's Biscuit,Material,Pigment,Common,Mining,Emberford,Vendor staple: enables a recipe chain.,material_warden_s_biscuit.png
40982,Amberwake Ledger Page,Ingredient,Salt,Uncommon,Alchemy,Emberford,Field use: enables a recipe chain.,ingredient_amberwake_ledger_page.png
40983,Moon-stitched Spool,Material,Cloth,Uncommon,Skinning,Saltmarrow,Utility piece: feeds a rumor.,material_moon_stitched_spool.png
40984,Mire-touched Guard,Curio,Mask,Common,Enchanting,Emberford,Loot filler: keeps you moving.,curio_mire_touched_guard.png
40985,Amberwake Wanted Poster,Ingredient,Oil,Common,Herbalism,Greatwood,Vendor staple: fills a gear gap.,ingredient_amberwake_wanted_poster.png
40986,Iron-banded Keybone,Material,Glass,Uncommon,Woodworking,Greatwood,Craft input: supports leveling.,material_iron_banded_keybone.png
40987,Emberford Helm,Material,Resin,Common,Mining,Glimmerdeep,Utility piece: supports leveling.,material_emberford_helm.png
40988,Storm-bit Shard,Material,Ore,Common,Mining,Glimmerdeep,Quest hook: feeds a rumor.,material_storm_bit_shard.png
40989,Amberwake Bottle,Gear,Legs,Common,Smithing,Glimmerdeep,Vendor staple: enables a recipe chain.,gear_amberwake_bottle.png
40990,Mire-touched Bottle,Map,Rubbing,Common,—,Greatwood,Field use: enables a recipe chain.,map_mire_touched_bottle.png
40991,Iron-banded Bandage Roll,Curio,Charm,Uncommon,Enchanting,Glimmerdeep,Quest hook: enables a recipe chain.,curio_iron_banded_bandage_roll.png
40992,Tide-taken Petal,Gear,Axe,Common,Smithing,Marketwalk,Vendor staple: feeds a rumor.,gear_tide_taken_petal.png
40993,Amberwake Pendant,Material,Pigment,Uncommon,Tailoring,Marketwalk,Loot filler: gates a shortcut.,material_amberwake_pendant.png
40994,Glimmerdeep Ring,Material,Stone,Uncommon,Smithing,Greatwood,Loot filler: supports leveling.,material_glimmerdeep_ring.png
40995,Moon-stitched Ledger Page,Quest Item,Evidence,Rare,—,Hollowroot,Utility piece: keeps you moving.,quest_item_moon_stitched_ledger_page.png
40996,Frostbriar Map Scrap,Curio,Signet,Uncommon,Enchanting,Hollowroot,Quest hook: gates a shortcut.,curio_frostbriar_map_scrap.png
40997,Hollowroot Coat,Gear,Pendant,Common,Tailoring,Frostbriar,Quest hook: fills a gear gap.,gear_hollowroot_coat.png
40998,Ash-dusted Sash,Gear,Cloak,Uncommon,Smithing,Saltmarrow,Field use: enables a recipe chain.,gear_ash_dusted_sash.png
40999,Tide-taken Hilt,Curio,Charm,Uncommon,Scribing,Glimmerdeep,Quest hook: fills a gear gap.,curio_tide_taken_hilt.png
41000,Frostworn Lichen,Ingredient,Salt,Common,Cooking,Greatwood,Craft input: feeds a rumor.,ingredient_frostworn_lichen.png
41001,Harbor-wet Hook,Gear,Ring,Common,Woodworking,Glimmerdeep,Quest hook: supports leveling.,gear_harbor_wet_hook.png
41002,Mire-touched Petal,Ingredient,Spice,Uncommon,Fishing,Greatwood,Utility piece: supports leveling.,ingredient_mire_touched_petal.png
41003,Silt-grit Petal,Gear,Chest,Common,Leatherworking,Greatwood,Field use: enables a recipe chain.,gear_silt_grit_petal.png
41004,Ash-dusted Token,Gear,Chest,Common,Woodworking,Emberford,Craft input: fills a gear gap.,gear_ash_dusted_token.png
41005,Gutterborn Hook,Material,Resin,Uncommon,Alchemy,Hollowroot,Field use: enables a recipe chain.,material_gutterborn_hook.png
41006,Sun-bleached Pendant,Material,Glass,Common,Smithing,Emberford,Field use: enables a recipe chain.,material_sun_bleached_pendant.png
41007,Frostbriar Vest,Material,Pigment,Common,Mining,Saltmarrow,Vendor staple: fills a gear gap.,material_frostbriar_vest.png
41008,Mire-touched Shard,Ingredient,Root,Uncommon,Alchemy,Saltmarrow,Craft input: fills a gear gap.,ingredient_mire_touched_shard.png
41009,Moon-stitched Trophy Fang,World Object,Marker,Common,—,Hollowroot,Utility piece: supports leveling.,world_object_moon_stitched_trophy_fang.png
41010,Glimmerdeep Ingot,Gear,Cloak,Uncommon,Woodworking,Ashen Fields,Utility piece: supports leveling.,gear_glimmerdeep_ingot.png
41011,Saltmarrow Coat,Material,Wax,Common,Leatherworking,Glimmerdeep,Vendor staple: keeps you moving.,material_saltmarrow_coat.png
41012,River-smooth Plank,Ingredient,Root,Uncommon,Alchemy,Emberford,Quest hook: fills a gear gap.,ingredient_river_smooth_plank.png
41013,Frostbriar Map Scrap,Quest Item,Relic,Uncommon,—,Marketwalk,Vendor staple: supports leveling.,quest_item_frostbriar_map_scrap.png
41014,Hollowroot Lichen,Consumable,Tonic,Common,Alchemy,Frostbriar,Utility piece: supports leveling.,consumable_hollowroot_lichen.png
41015,Frostworn Lantern,Consumable,Food,Common,Alchemy,Saltmarrow,Loot filler: fills a gear gap.,consumable_frostworn_lantern.png
41016,Storm-bit Nail,Curio,Signet,Uncommon,Jewelry,Glimmerdeep,Quest hook: keeps you moving.,curio_storm_bit_nail.png
41017,Pilgrim's Totem,Curio,Signet,Uncommon,Jewelry,Greatwood,Quest hook: enables a recipe chain.,curio_pilgrim_s_totem.png
41018,Briarbound Hilt,Ingredient,Herb,Common,Cooking,Frostbriar,Craft input: gates a shortcut.,ingredient_briarbound_hilt.png
41019,Emberford Ore,Gear,Shield,Uncommon,Smithing,Emberford,Field use: fills a gear gap.,gear_emberford_ore.png
41020,Iron-banded Shard,Consumable,Elixir,Common,Cooking,Frostbriar,Vendor staple: feeds a rumor.,consumable_iron_banded_shard.png
41021,Greatwood Thread,Alchemy Item,Catalyst,Common,Alchemy,Glimmerdeep,Vendor staple: fills a gear gap.,alchemy_item_greatwood_thread.png
41022,Saltmarrow Gloves,Material,Timber,Common,Alchemy,Saltmarrow,Field use: fills a gear gap.,material_saltmarrow_gloves.png
41023,Tide-taken Trinket,Gear,Mace,Common,Smithing,Emberford,Quest hook: gates a shortcut.,gear_tide_taken_trinket.png
41024,Emberford Lantern,Curio,Charm,Common,Scribing,Hollowroot,Utility piece: fills a gear gap.,curio_emberford_lantern.png
41025,Greatwood Token,Curio,Mask,Uncommon,Jewelry,Ashen Fields,Loot filler: feeds a rumor.,curio_greatwood_token.png
41026,Amberwake Permit Slip,Ingredient,Oil,Common,Herbalism,Frostbriar,Utility piece: supports leveling.,ingredient_amberwake_permit_slip.png
