id,name,category,subcategory,rarity,professions,region,short_uses,file_name
75213,Dusk-hushed Thread,Material,Thread,Common,Alchemy,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,material_dusk_hushed_thread_75213.png
75214,Ashen Ring (III),Gear,Mail,Uncommon,None,Emberford_Marketwalk,Utility item that supports exploration and downtime.,gear_ashen_ring_iii_75214.png
75215,Gravemark Ration (III),Document,Scroll,Rare,Mining,Emberford_Marketwalk,Utility item that supports exploration and downtime.,document_gravemark_ration_iii_75215.png
75216,Glimmering Key,Gear,Axe,Common,Smithing,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_glimmering_key_75216.png
75217,Mire-slick Lantern (II),Profession Tool,Kit,Uncommon,Enchanting,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,profession tool_mire_slick_lantern_ii_75217.png
75218,Emberlit Ration (II),Ingredient,Ore,Common,Leatherworking,Frostbriar_Reach,Crafting component used across multiple recipes.,ingredient_emberlit_ration_ii_75218.png
75219,Sun-bleached Key (I),Material,Leatherworking,Common,Enchanting,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,material_sun_bleached_key_i_75219.png
75220,Mire-slick Helm (IV),Quest,Quest Item,Uncommon,Woodworking,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,quest_mire_slick_helm_iv_75220.png
75221,Gravemark Gambeson,Trinket,Charm,Rare,Herbalism,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,trinket_gravemark_gambeson_75221.png
75222,Ashen Hatchet (III),Profession Tool,Kit,Common,Cooking,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,profession tool_ashen_hatchet_iii_75222.png
75223,Frosted Amulet,Gear,Polearm,Common,Woodworking,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_frosted_amulet_75223.png
75224,Briarbound Buckler (I),Map,Map,Uncommon,Enchanting,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,map_briarbound_buckler_i_75224.png
75225,Frosted Ration (IV),Gear,Polearm,Common,Leatherworking,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_frosted_ration_iv_75225.png
75226,Gravemark Map,Tool,Utility,Rare,Enchanting,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,tool_gravemark_map_75226.png
75227,Briarbound Helm (III),Ingredient,Wood,Common,Mining,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,ingredient_briarbound_helm_iii_75227.png
75228,Briarbound Cuirass,Consumable,Potion,Common,Woodworking,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,consumable_briarbound_cuirass_75228.png
75229,Saltworn Lantern,Gear,Staff,Common,Tailoring,Frostbriar_Reach,Crafting component used across multiple recipes.,gear_saltworn_lantern_75229.png
75230,Frosted Gloves,Map,Map,Uncommon,Woodworking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,map_frosted_gloves_75230.png
75231,Glimmering Bandage,Ingredient,Ore,Uncommon,Woodworking,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,ingredient_glimmering_bandage_75231.png
75232,Sun-bleached Key,Ingredient,Herb,Rare,None,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_sun_bleached_key_75232.png
75233,Briarbound Ration,Consumable,Food,Uncommon,Enchanting,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,consumable_briarbound_ration_75233.png
75234,Briarbound Legwraps (II),Gear,Plate,Common,Cooking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_briarbound_legwraps_ii_75234.png
75235,Frosted Shortsword,Gear,Axe,Uncommon,Smithing,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,gear_frosted_shortsword_75235.png
75236,Stormbit Helm (I),Ingredient,Herb,Uncommon,Tailoring,Emberford_Marketwalk,Utility item that supports exploration and downtime.,ingredient_stormbit_helm_i_75236.png
75237,Gravemark Ring (III),Ingredient,Wood,Uncommon,Herbalism,Emberford_Marketwalk,Crafting component used across multiple recipes.,ingredient_gravemark_ring_iii_75237.png
75238,Briarbound Vial,Consumable,Food,Common,Alchemy,Saltmarrow_Strand,Crafting component used across multiple recipes.,consumable_briarbound_vial_75238.png
75239,Emberlit Hatchet (III),Tool,Utility,Uncommon,Woodworking,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,tool_emberlit_hatchet_iii_75239.png
75240,Saltworn Shortsword (III),Profession Tool,Kit,Common,Cooking,Frostbriar_Reach,Crafting component used across multiple recipes.,profession tool_saltworn_shortsword_iii_75240.png
75241,Dusk-hushed Staff,Material,Thread,Common,Alchemy,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,material_dusk_hushed_staff_75241.png
75242,Sun-bleached Longbow,Gear,Mail,Rare,Alchemy,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_sun_bleached_longbow_75242.png
75243,Dusk-hushed Lockpick,Trinket,Charm,Uncommon,Enchanting,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,trinket_dusk_hushed_lockpick_75243.png
75244,Emberlit Map,Ingredient,Herb,Rare,Woodworking,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_emberlit_map_75244.png
75245,Ashen Buckler,Material,Thread,Uncommon,Alchemy,Saltmarrow_Strand,Crafting component used across multiple recipes.,material_ashen_buckler_75245.png
75246,Frosted Lockpick,Gear,Shield,Rare,Leatherworking,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_frosted_lockpick_75246.png
75247,Sun-bleached Buckler,Consumable,Bandage,Common,Leatherworking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,consumable_sun_bleached_buckler_75247.png
75248,Saltworn Ration,Tool,Utility,Uncommon,Tailoring,Glimmerdeep_Mire,Crafting component used across multiple recipes.,tool_saltworn_ration_75248.png
75249,Stormbit Scroll (IV),Ingredient,Hide,Uncommon,Enchanting,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_stormbit_scroll_iv_75249.png
75250,Saltworn Amulet (III),Trinket,Charm,Uncommon,Alchemy,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,trinket_saltworn_amulet_iii_75250.png
75251,Frosted Ration,Gear,Mace,Uncommon,Herbalism,Emberford_Marketwalk,Utility item that supports exploration and downtime.,gear_frosted_ration_75251.png
75252,Emberlit Map (II),Document,Scroll,Rare,Woodworking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,document_emberlit_map_ii_75252.png
75253,Gravemark Amulet (II),Trinket,Charm,Common,Woodworking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,trinket_gravemark_amulet_ii_75253.png
75254,Briarbound Legwraps,Tool,Utility,Rare,None,Emberford_Marketwalk,Utility item that supports exploration and downtime.,tool_briarbound_legwraps_75254.png
75255,Dusk-hushed Cuirass (I),Gear,Cloth,Uncommon,Alchemy,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_dusk_hushed_cuirass_i_75255.png
75256,Ashen Longbow,Material,Leatherworking,Uncommon,Tailoring,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,material_ashen_longbow_75256.png
75257,Gravemark Tonic,Trinket,Charm,Uncommon,None,Emberford_Marketwalk,Utility item that supports exploration and downtime.,trinket_gravemark_tonic_75257.png
75258,Ashen Longbow (IV),Profession Tool,Kit,Common,Alchemy,Saltmarrow_Strand,Utility item that supports exploration and downtime.,profession tool_ashen_longbow_iv_75258.png
75259,Emberlit Bandage (II),Map,Map,Common,Mining,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,map_emberlit_bandage_ii_75259.png
75260,Emberlit Longbow,Key,Key,Common,Woodworking,Saltmarrow_Strand,Crafting component used across multiple recipes.,key_emberlit_longbow_75260.png
75261,Frosted Buckler,Ingredient,Wood,Rare,Mining,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,ingredient_frosted_buckler_75261.png
75262,Emberlit Staff,Gear,Mail,Common,Woodworking,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,gear_emberlit_staff_75262.png
75263,Dusk-hushed Key,Gear,Cloth,Uncommon,Smithing,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_dusk_hushed_key_75263.png
75264,Gravemark Tonic,Gear,Cloth,Common,Smithing,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,gear_gravemark_tonic_75264.png
75265,Frosted Key,Consumable,Food,Rare,Smithing,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,consumable_frosted_key_75265.png
75266,Frosted Key (II),Gear,Plate,Rare,Mining,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_frosted_key_ii_75266.png
75267,Emberlit Gambeson (II),Document,Scroll,Uncommon,Mining,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,document_emberlit_gambeson_ii_75267.png
75268,Dusk-hushed Scroll,Gear,Mail,Uncommon,Herbalism,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_dusk_hushed_scroll_75268.png
75269,Emberlit Tonic (IV),Trinket,Charm,Uncommon,Leatherworking,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,trinket_emberlit_tonic_iv_75269.png
75270,Gravemark Hatchet,Gear,Bow,Rare,Leatherworking,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_gravemark_hatchet_75270.png
75271,Stormbit Ration (III),Gear,Dagger,Common,Tailoring,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_stormbit_ration_iii_75271.png
75272,Sun-bleached Gloves,Ingredient,Herb,Common,Alchemy,Emberford_Marketwalk,Crafting component used across multiple recipes.,ingredient_sun_bleached_gloves_75272.png
75273,Briarbound Amulet,Ingredient,Ore,Rare,Leatherworking,Frostbriar_Reach,Utility item that supports exploration and downtime.,ingredient_briarbound_amulet_75273.png
75274,Sun-bleached Tonic (I),Gear,Bow,Common,Enchanting,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_sun_bleached_tonic_i_75274.png
75275,Gravemark Ingot,Gear,Cloth,Common,Mining,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_gravemark_ingot_75275.png
75276,Marketfresh Shortsword,Gear,Mace,Uncommon,Smithing,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,gear_marketfresh_shortsword_75276.png
75277,Mire-slick Thread,Tool,Utility,Uncommon,Smithing,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,tool_mire_slick_thread_75277.png
75278,Ashen Hatchet,Gear,Dagger,Uncommon,Leatherworking,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_ashen_hatchet_75278.png
75279,Dusk-hushed Tonic,Key,Key,Uncommon,Mining,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,key_dusk_hushed_tonic_75279.png
75280,Stormbit Longbow,Gear,Bow,Common,Alchemy,Emberford_Marketwalk,Utility item that supports exploration and downtime.,gear_stormbit_longbow_75280.png
75281,Saltworn Ration (I),Material,Ingot,Rare,Mining,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,material_saltworn_ration_i_75281.png
75282,Stormbit Cuirass,Gear,Bow,Uncommon,None,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_stormbit_cuirass_75282.png
75283,Gravemark Tonic,Profession Tool,Kit,Uncommon,Mining,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,profession tool_gravemark_tonic_75283.png
75284,Gravemark Boots (I),Gear,Bow,Rare,Cooking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_gravemark_boots_i_75284.png
75285,Gravemark Vial,Document,Scroll,Uncommon,Woodworking,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,document_gravemark_vial_75285.png
75286,Ashen Amulet,Ingredient,Ore,Uncommon,Cooking,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,ingredient_ashen_amulet_75286.png
75287,Saltworn Shortsword,Ingredient,Wood,Uncommon,Woodworking,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_saltworn_shortsword_75287.png
75288,Marketfresh Scroll,Consumable,Potion,Uncommon,Woodworking,Frostbriar_Reach,Utility item that supports exploration and downtime.,consumable_marketfresh_scroll_75288.png
75289,Stormbit Buckler,Document,Scroll,Common,Enchanting,Frostbriar_Reach,Utility item that supports exploration and downtime.,document_stormbit_buckler_75289.png
75290,Gravemark Scroll,Ingredient,Ore,Common,Tailoring,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,ingredient_gravemark_scroll_75290.png
75291,Ashen Ring,Consumable,Food,Uncommon,Tailoring,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,consumable_ashen_ring_75291.png
75292,Glimmering Lockpick (I),Document,Scroll,Uncommon,None,Frostbriar_Reach,Utility item that supports exploration and downtime.,document_glimmering_lockpick_i_75292.png
75293,Sun-bleached Scroll (II),Key,Key,Common,Cooking,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,key_sun_bleached_scroll_ii_75293.png
75294,Dusk-hushed Staff (III),Gear,Cloth,Uncommon,Enchanting,Emberford_Marketwalk,Utility item that supports exploration and downtime.,gear_dusk_hushed_staff_iii_75294.png
75295,Sun-bleached Legwraps (III),Gear,Leather,Common,Herbalism,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,gear_sun_bleached_legwraps_iii_75295.png
75296,Dusk-hushed Staff,Material,Ingot,Uncommon,Mining,Saltmarrow_Strand,Crafting component used across multiple recipes.,material_dusk_hushed_staff_75296.png
75297,Sun-bleached Cuirass,Gear,Mace,Rare,Tailoring,Frostbriar_Reach,Crafting component used across multiple recipes.,gear_sun_bleached_cuirass_75297.png
75298,Sun-bleached Key,Tool,Utility,Rare,Tailoring,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,tool_sun_bleached_key_75298.png
75299,Saltworn Thread,Gear,Axe,Uncommon,Woodworking,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,gear_saltworn_thread_75299.png
75300,Ashen Buckler,Gear,Axe,Uncommon,Mining,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_ashen_buckler_75300.png
75301,Dusk-hushed Tonic (II),Document,Scroll,Uncommon,Leatherworking,Emberford_Marketwalk,Utility item that supports exploration and downtime.,document_dusk_hushed_tonic_ii_75301.png
75302,Stormbit Thread (IV),Gear,Mail,Common,Cooking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_stormbit_thread_iv_75302.png
75303,Emberlit Tonic (II),Gear,Mail,Common,Woodworking,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_emberlit_tonic_ii_75303.png
75304,Stormbit Bandage,Trinket,Charm,Rare,Tailoring,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,trinket_stormbit_bandage_75304.png
75305,Ashen Lockpick (III),Ingredient,Wood,Uncommon,Alchemy,Saltmarrow_Strand,Crafting component used across multiple recipes.,ingredient_ashen_lockpick_iii_75305.png
75306,Marketfresh Tonic,Gear,Mail,Common,Mining,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_marketfresh_tonic_75306.png
75307,Dusk-hushed Longbow,Gear,Bow,Uncommon,Herbalism,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,gear_dusk_hushed_longbow_75307.png
75308,Frosted Gambeson,Gear,Dagger,Uncommon,Tailoring,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_frosted_gambeson_75308.png
75309,Frosted Shortsword (III),Ingredient,Herb,Uncommon,Smithing,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,ingredient_frosted_shortsword_iii_75309.png
75310,Briarbound Ingot,Material,Leatherworking,Uncommon,Alchemy,Frostbriar_Reach,Crafting component used across multiple recipes.,material_briarbound_ingot_75310.png
75311,Ashen Ring (IV),Gear,Polearm,Rare,Alchemy,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_ashen_ring_iv_75311.png
75312,Frosted Cuirass (I),Gear,Bow,Common,Woodworking,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_frosted_cuirass_i_75312.png
75313,Gravemark Staff (II),Gear,Cloth,Common,Woodworking,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_gravemark_staff_ii_75313.png
75314,Briarbound Vial (I),Gear,Axe,Rare,None,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_briarbound_vial_i_75314.png
75315,Frosted Buckler,Gear,Polearm,Uncommon,Enchanting,Glimmerdeep_Mire,Crafting component used across multiple recipes.,gear_frosted_buckler_75315.png
75316,Mire-slick Thread,Consumable,Bandage,Common,Leatherworking,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,consumable_mire_slick_thread_75316.png
75317,Gravemark Key,Gear,Mail,Uncommon,Herbalism,Frostbriar_Reach,Crafting component used across multiple recipes.,gear_gravemark_key_75317.png
75318,Frosted Lantern (II),Consumable,Potion,Uncommon,Herbalism,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,consumable_frosted_lantern_ii_75318.png
75319,Mire-slick Vial (IV),Gear,Dagger,Uncommon,Woodworking,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_mire_slick_vial_iv_75319.png
75320,Saltworn Longbow (I),Gear,Mail,Common,Woodworking,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_saltworn_longbow_i_75320.png
75321,Marketfresh Legwraps,Material,Leatherworking,Uncommon,None,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,material_marketfresh_legwraps_75321.png
75322,Mire-slick Vial (II),Ingredient,Wood,Uncommon,Tailoring,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,ingredient_mire_slick_vial_ii_75322.png
75323,Gravemark Longbow,Ingredient,Ore,Uncommon,Alchemy,Saltmarrow_Strand,Crafting component used across multiple recipes.,ingredient_gravemark_longbow_75323.png
75324,Gravemark Cuirass,Gear,Cloth,Common,Woodworking,Frostbriar_Reach,Utility item that supports exploration and downtime.,gear_gravemark_cuirass_75324.png
75325,Ashen Buckler,Gear,Shield,Rare,Enchanting,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_ashen_buckler_75325.png
75326,Briarbound Staff,Material,Leatherworking,Uncommon,Mining,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,material_briarbound_staff_75326.png
75327,Ashen Key (II),Gear,Leather,Rare,Enchanting,Glimmerdeep_Mire,Crafting component used across multiple recipes.,gear_ashen_key_ii_75327.png
75328,Sun-bleached Boots,Gear,Staff,Common,Enchanting,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_sun_bleached_boots_75328.png
75329,Glimmering Lantern,Map,Map,Common,Enchanting,Emberford_Marketwalk,Crafting component used across multiple recipes.,map_glimmering_lantern_75329.png
75330,Saltworn Map (II),Gear,Axe,Common,Mining,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_saltworn_map_ii_75330.png
75331,Dusk-hushed Scroll,Ingredient,Hide,Uncommon,Smithing,Glimmerdeep_Mire,Crafting component used across multiple recipes.,ingredient_dusk_hushed_scroll_75331.png
75332,Emberlit Thread (IV),Material,Leatherworking,Common,Enchanting,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,material_emberlit_thread_iv_75332.png
75333,Gravemark Charm,Material,Ingot,Rare,Alchemy,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,material_gravemark_charm_75333.png
75334,Mire-slick Charm,Ingredient,Wood,Uncommon,None,Saltmarrow_Strand,Crafting component used across multiple recipes.,ingredient_mire_slick_charm_75334.png
75335,Emberlit Charm (I),Map,Map,Common,Cooking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,map_emberlit_charm_i_75335.png
75336,Ashen Hatchet,Ingredient,Herb,Uncommon,Tailoring,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_ashen_hatchet_75336.png
75337,Marketfresh Gloves,Tool,Utility,Uncommon,None,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,tool_marketfresh_gloves_75337.png
75338,Mire-slick Charm,Gear,Dagger,Uncommon,Smithing,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_mire_slick_charm_75338.png
75339,Gravemark Cloak,Gear,Bow,Common,Woodworking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_gravemark_cloak_75339.png
75340,Gravemark Helm (IV),Consumable,Bandage,Uncommon,Tailoring,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,consumable_gravemark_helm_iv_75340.png
75341,Ashen Bandage,Gear,Cloth,Uncommon,None,Emberford_Marketwalk,Utility item that supports exploration and downtime.,gear_ashen_bandage_75341.png
75342,Stormbit Amulet,Gear,Mail,Rare,Herbalism,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_stormbit_amulet_75342.png
75343,Stormbit Gloves,Gear,Shield,Uncommon,Smithing,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,gear_stormbit_gloves_75343.png
75344,Saltworn Ration (II),Material,Thread,Uncommon,Woodworking,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,material_saltworn_ration_ii_75344.png
75345,Marketfresh Buckler,Gear,Bow,Uncommon,Herbalism,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_marketfresh_buckler_75345.png
75346,Sun-bleached Lockpick,Gear,Mail,Common,Leatherworking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_sun_bleached_lockpick_75346.png
75347,Ashen Cuirass (II),Gear,Shield,Uncommon,Cooking,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_ashen_cuirass_ii_75347.png
75348,Glimmering Buckler (II),Material,Leatherworking,Common,Enchanting,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,material_glimmering_buckler_ii_75348.png
75349,Frosted Lockpick,Map,Map,Uncommon,Mining,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,map_frosted_lockpick_75349.png
75350,Dusk-hushed Buckler,Tool,Utility,Uncommon,Smithing,Emberford_Marketwalk,Utility item that supports exploration and downtime.,tool_dusk_hushed_buckler_75350.png
75351,Stormbit Charm,Material,Thread,Common,Cooking,Glimmerdeep_Mire,Crafting component used across multiple recipes.,material_stormbit_charm_75351.png
75352,Glimmering Tonic,Consumable,Bandage,Uncommon,Smithing,Saltmarrow_Strand,Crafting component used across multiple recipes.,consumable_glimmering_tonic_75352.png
75353,Stormbit Key,Gear,Bow,Uncommon,Tailoring,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_stormbit_key_75353.png
75354,Marketfresh Ring,Gear,Staff,Common,Alchemy,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_marketfresh_ring_75354.png
75355,Stormbit Shortsword,Ingredient,Herb,Uncommon,Herbalism,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,ingredient_stormbit_shortsword_75355.png
75356,Mire-slick Helm,Gear,Mail,Common,Mining,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_mire_slick_helm_75356.png
75357,Gravemark Longbow,Ingredient,Hide,Uncommon,Tailoring,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,ingredient_gravemark_longbow_75357.png
75358,Glimmering Staff (II),Trinket,Charm,Common,Alchemy,Emberford_Marketwalk,Utility item that supports exploration and downtime.,trinket_glimmering_staff_ii_75358.png
75359,Emberlit Buckler,Document,Scroll,Uncommon,Alchemy,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,document_emberlit_buckler_75359.png
75360,Marketfresh Staff (III),Gear,Leather,Uncommon,Cooking,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_marketfresh_staff_iii_75360.png
75361,Sun-bleached Boots,Material,Ingot,Rare,Cooking,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,material_sun_bleached_boots_75361.png
75362,Emberlit Ingot (I),Gear,Leather,Rare,Leatherworking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_emberlit_ingot_i_75362.png
75363,Stormbit Thread,Ingredient,Herb,Uncommon,Cooking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,ingredient_stormbit_thread_75363.png
75364,Mire-slick Lockpick,Profession Tool,Kit,Common,Enchanting,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,profession tool_mire_slick_lockpick_75364.png
75365,Frosted Cloak,Material,Leatherworking,Common,Cooking,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,material_frosted_cloak_75365.png
75366,Gravemark Legwraps (I),Profession Tool,Kit,Common,Woodworking,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,profession tool_gravemark_legwraps_i_75366.png
75367,Stormbit Tonic,Ingredient,Herb,Uncommon,Mining,Glimmerdeep_Mire,Crafting component used across multiple recipes.,ingredient_stormbit_tonic_75367.png
75368,Sun-bleached Ring,Gear,Shield,Common,Herbalism,Frostbriar_Reach,Utility item that supports exploration and downtime.,gear_sun_bleached_ring_75368.png
75369,Dusk-hushed Charm,Consumable,Potion,Uncommon,Herbalism,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,consumable_dusk_hushed_charm_75369.png
75370,Marketfresh Helm,Material,Leatherworking,Common,None,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,material_marketfresh_helm_75370.png
75371,Ashen Buckler,Gear,Mail,Rare,Cooking,Emberford_Marketwalk,Utility item that supports exploration and downtime.,gear_ashen_buckler_75371.png
75372,Gravemark Key,Gear,Sword,Uncommon,Mining,Glimmerdeep_Mire,Crafting component used across multiple recipes.,gear_gravemark_key_75372.png
75373,Marketfresh Thread,Ingredient,Herb,Rare,None,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,ingredient_marketfresh_thread_75373.png
75374,Gravemark Ingot,Material,Thread,Uncommon,Leatherworking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,material_gravemark_ingot_75374.png
75375,Ashen Gloves,Material,Leatherworking,Uncommon,Mining,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,material_ashen_gloves_75375.png
75376,Briarbound Staff (IV),Gear,Dagger,Uncommon,None,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_briarbound_staff_iv_75376.png
75377,Ashen Hatchet,Tool,Utility,Rare,Mining,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,tool_ashen_hatchet_75377.png
75378,Emberlit Shortsword (IV),Trinket,Charm,Rare,Leatherworking,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,trinket_emberlit_shortsword_iv_75378.png
75379,Emberlit Amulet,Tool,Utility,Common,Cooking,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,tool_emberlit_amulet_75379.png
75380,Briarbound Vial (I),Gear,Plate,Uncommon,Woodworking,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_briarbound_vial_i_75380.png
75381,Saltworn Map (III),Gear,Polearm,Rare,Smithing,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,gear_saltworn_map_iii_75381.png
