id,name,category,subcategory,rarity,professions,region,short_uses,file_name
66349,Dusk-hushed Scroll (III),Gear,Mail,Uncommon,Cooking,Frostbriar_Reach,Utility item that supports exploration and downtime.,gear_dusk_hushed_scroll_iii_66349.png
66350,Gravemark Amulet,Document,Scroll,Rare,Smithing,Saltmarrow_Strand,Utility item that supports exploration and downtime.,document_gravemark_amulet_66350.png
66351,Gravemark Ring (II),Gear,Sword,Uncommon,Herbalism,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_gravemark_ring_ii_66351.png
66352,Sun-bleached Hatchet,Consumable,Food,Uncommon,Enchanting,Saltmarrow_Strand,Utility item that supports exploration and downtime.,consumable_sun_bleached_hatchet_66352.png
66353,Glimmering Buckler,Material,Thread,Common,Alchemy,Frostbriar_Reach,Crafting component used across multiple recipes.,material_glimmering_buckler_66353.png
66354,Saltworn Shortsword,Material,Leatherworking,Common,Herbalism,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,material_saltworn_shortsword_66354.png
66355,Briarbound Cloak,Gear,Staff,Common,Herbalism,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_briarbound_cloak_66355.png
66356,Sun-bleached Charm,Gear,Plate,Uncommon,Tailoring,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_sun_bleached_charm_66356.png
66357,Saltworn Gloves,Ingredient,Hide,Rare,Smithing,Saltmarrow_Strand,Utility item that supports exploration and downtime.,ingredient_saltworn_gloves_66357.png
66358,Stormbit Tonic,Key,Key,Common,Tailoring,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,key_stormbit_tonic_66358.png
66359,Ashen Salve,Profession Tool,Kit,Rare,Leatherworking,Emberford_Marketwalk,Utility item that supports exploration and downtime.,profession tool_ashen_salve_66359.png
66360,Gravemark Bandage,Document,Scroll,Rare,Mining,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,document_gravemark_bandage_66360.png
66361,Mire-slick Legwraps,Consumable,Bandage,Common,Leatherworking,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,consumable_mire_slick_legwraps_66361.png
66362,Sun-bleached Scroll,Gear,Mail,Uncommon,Alchemy,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_sun_bleached_scroll_66362.png
66363,Dusk-hushed Amulet,Material,Ingot,Common,Alchemy,Emberford_Marketwalk,Crafting component used across multiple recipes.,material_dusk_hushed_amulet_66363.png
66364,Ashen Thread,Material,Ingot,Common,Smithing,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,material_ashen_thread_66364.png
66365,Glimmering Gloves,Map,Map,Uncommon,Alchemy,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,map_glimmering_gloves_66365.png
66366,Ashen Vial,Gear,Shield,Uncommon,Leatherworking,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,gear_ashen_vial_66366.png
66367,Emberlit Lockpick,Quest,Quest Item,Common,Tailoring,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,quest_emberlit_lockpick_66367.png
66368,Stormbit Cloak,Gear,Mail,Uncommon,Herbalism,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_stormbit_cloak_66368.png
66369,Dusk-hushed Ingot,Ingredient,Herb,Common,Leatherworking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,ingredient_dusk_hushed_ingot_66369.png
66370,Frosted Key (IV),Profession Tool,Kit,Common,Mining,Frostbriar_Reach,Crafting component used across multiple recipes.,profession tool_frosted_key_iv_66370.png
66371,Dusk-hushed Scroll,Trinket,Charm,Uncommon,None,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,trinket_dusk_hushed_scroll_66371.png
66372,Ashen Lockpick,Consumable,Potion,Uncommon,None,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,consumable_ashen_lockpick_66372.png
66373,Emberlit Gloves (IV),Ingredient,Hide,Common,Woodworking,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,ingredient_emberlit_gloves_iv_66373.png
66374,Dusk-hushed Amulet,Gear,Plate,Rare,Cooking,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_dusk_hushed_amulet_66374.png
66375,Marketfresh Lantern (IV),Ingredient,Herb,Rare,Herbalism,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,ingredient_marketfresh_lantern_iv_66375.png
66376,Ashen Cuirass (IV),Gear,Sword,Common,Cooking,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_ashen_cuirass_iv_66376.png
66377,Briarbound Longbow (III),Gear,Mace,Common,Leatherworking,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_briarbound_longbow_iii_66377.png
66378,Frosted Cuirass,Gear,Dagger,Common,None,Frostbriar_Reach,Crafting component used across multiple recipes.,gear_frosted_cuirass_66378.png
66379,Glimmering Amulet,Gear,Dagger,Uncommon,Alchemy,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_glimmering_amulet_66379.png
66380,Ashen Ration (I),Gear,Bow,Common,None,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_ashen_ration_i_66380.png
66381,Dusk-hushed Staff,Map,Map,Common,Mining,Saltmarrow_Strand,Utility item that supports exploration and downtime.,map_dusk_hushed_staff_66381.png
66382,Glimmering Lantern,Document,Scroll,Common,None,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,document_glimmering_lantern_66382.png
66383,Sun-bleached Hatchet (III),Consumable,Potion,Common,Enchanting,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,consumable_sun_bleached_hatchet_iii_66383.png
66384,Briarbound Staff,Material,Leatherworking,Uncommon,Cooking,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,material_briarbound_staff_66384.png
66385,Marketfresh Key,Gear,Dagger,Uncommon,Tailoring,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_marketfresh_key_66385.png
66386,Dusk-hushed Cloak (IV),Gear,Cloth,Common,Tailoring,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_dusk_hushed_cloak_iv_66386.png
66387,Marketfresh Charm (III),Gear,Axe,Uncommon,Tailoring,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_marketfresh_charm_iii_66387.png
66388,Briarbound Charm (IV),Ingredient,Ore,Common,Herbalism,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,ingredient_briarbound_charm_iv_66388.png
66389,Gravemark Charm,Gear,Mail,Uncommon,Alchemy,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,gear_gravemark_charm_66389.png
66390,Saltworn Charm (I),Gear,Mail,Rare,Enchanting,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_saltworn_charm_i_66390.png
66391,Emberlit Longbow (IV),Gear,Plate,Rare,Tailoring,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,gear_emberlit_longbow_iv_66391.png
66392,Dusk-hushed Ration (I),Profession Tool,Kit,Uncommon,Smithing,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,profession tool_dusk_hushed_ration_i_66392.png
66393,Emberlit Thread,Ingredient,Herb,Common,Mining,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,ingredient_emberlit_thread_66393.png
66394,Emberlit Charm,Gear,Mace,Uncommon,Herbalism,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_emberlit_charm_66394.png
66395,Briarbound Vial,Gear,Sword,Uncommon,Cooking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_briarbound_vial_66395.png
66396,Marketfresh Lantern,Gear,Staff,Uncommon,None,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_marketfresh_lantern_66396.png
66397,Sun-bleached Salve,Tool,Utility,Common,Alchemy,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,tool_sun_bleached_salve_66397.png
66398,Frosted Cuirass,Trinket,Charm,Rare,Alchemy,Frostbriar_Reach,Crafting component used across multiple recipes.,trinket_frosted_cuirass_66398.png
66399,Mire-slick Ring (II),Gear,Staff,Uncommon,Tailoring,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,gear_mire_slick_ring_ii_66399.png
66400,Frosted Staff (III),Material,Thread,Uncommon,Mining,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,material_frosted_staff_iii_66400.png
66401,Emberlit Salve (I),Consumable,Bandage,Uncommon,Woodworking,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,consumable_emberlit_salve_i_66401.png
66402,Frosted Longbow,Gear,Polearm,Common,Woodworking,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,gear_frosted_longbow_66402.png
66403,Stormbit Boots,Gear,Cloth,Uncommon,Alchemy,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_stormbit_boots_66403.png
66404,Stormbit Scroll (I),Ingredient,Herb,Uncommon,Mining,Emberford_Marketwalk,Utility item that supports exploration and downtime.,ingredient_stormbit_scroll_i_66404.png
66405,Dusk-hushed Gambeson,Gear,Mail,Uncommon,Mining,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_dusk_hushed_gambeson_66405.png
66406,Marketfresh Cloak,Key,Key,Common,Woodworking,Frostbriar_Reach,Crafting component used across multiple recipes.,key_marketfresh_cloak_66406.png
66407,Dusk-hushed Key,Quest,Quest Item,Rare,Leatherworking,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,quest_dusk_hushed_key_66407.png
66408,Frosted Staff (IV),Ingredient,Wood,Common,Woodworking,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_frosted_staff_iv_66408.png
66409,Glimmering Longbow,Gear,Polearm,Rare,Smithing,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_glimmering_longbow_66409.png
66410,Briarbound Thread,Gear,Polearm,Common,Smithing,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,gear_briarbound_thread_66410.png
66411,Gravemark Amulet,Ingredient,Ore,Uncommon,Mining,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,ingredient_gravemark_amulet_66411.png
66412,Ashen Scroll (II),Material,Leatherworking,Rare,Woodworking,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,material_ashen_scroll_ii_66412.png
66413,Glimmering Bandage (I),Key,Key,Common,Mining,Glimmerdeep_Mire,Crafting component used across multiple recipes.,key_glimmering_bandage_i_66413.png
66414,Mire-slick Legwraps,Ingredient,Herb,Uncommon,Herbalism,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,ingredient_mire_slick_legwraps_66414.png
66415,Dusk-hushed Thread (IV),Gear,Bow,Common,None,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_dusk_hushed_thread_iv_66415.png
66416,Ashen Gambeson (II),Consumable,Food,Rare,Mining,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,consumable_ashen_gambeson_ii_66416.png
66417,Mire-slick Ingot,Tool,Utility,Uncommon,Smithing,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,tool_mire_slick_ingot_66417.png
66418,Saltworn Salve,Material,Thread,Common,Cooking,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,material_saltworn_salve_66418.png
66419,Emberlit Gambeson,Gear,Staff,Uncommon,Enchanting,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_emberlit_gambeson_66419.png
66420,Stormbit Shortsword,Consumable,Bandage,Rare,Cooking,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,consumable_stormbit_shortsword_66420.png
66421,Mire-slick Ring (I),Ingredient,Herb,Common,Herbalism,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_mire_slick_ring_i_66421.png
66422,Dusk-hushed Bandage (III),Profession Tool,Kit,Uncommon,Enchanting,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,profession tool_dusk_hushed_bandage_iii_66422.png
66423,Frosted Staff (I),Ingredient,Hide,Uncommon,Leatherworking,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,ingredient_frosted_staff_i_66423.png
66424,Saltworn Legwraps,Gear,Staff,Uncommon,None,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,gear_saltworn_legwraps_66424.png
66425,Briarbound Bandage,Gear,Cloth,Rare,Woodworking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_briarbound_bandage_66425.png
66426,Briarbound Boots,Quest,Quest Item,Uncommon,Smithing,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,quest_briarbound_boots_66426.png
66427,Mire-slick Staff,Gear,Plate,Common,Herbalism,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_mire_slick_staff_66427.png
66428,Frosted Legwraps,Gear,Cloth,Common,Mining,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_frosted_legwraps_66428.png
66429,Marketfresh Buckler,Gear,Shield,Common,None,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_marketfresh_buckler_66429.png
66430,Saltworn Shortsword (II),Material,Ingot,Common,Smithing,Emberford_Marketwalk,Crafting component used across multiple recipes.,material_saltworn_shortsword_ii_66430.png
66431,Briarbound Ingot,Material,Thread,Rare,Mining,Emberford_Marketwalk,Crafting component used across multiple recipes.,material_briarbound_ingot_66431.png
66432,Marketfresh Amulet (III),Gear,Mail,Common,Herbalism,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_marketfresh_amulet_iii_66432.png
66433,Ashen Key,Consumable,Food,Uncommon,Smithing,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,consumable_ashen_key_66433.png
66434,Saltworn Staff,Document,Scroll,Uncommon,Cooking,Glimmerdeep_Mire,Crafting component used across multiple recipes.,document_saltworn_staff_66434.png
66435,Dusk-hushed Helm (I),Gear,Dagger,Uncommon,Smithing,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,gear_dusk_hushed_helm_i_66435.png
66436,Glimmering Vial (IV),Material,Ingot,Uncommon,Alchemy,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,material_glimmering_vial_iv_66436.png
66437,Marketfresh Amulet,Profession Tool,Kit,Common,Leatherworking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,profession tool_marketfresh_amulet_66437.png
66438,Ashen Boots,Gear,Cloth,Uncommon,Enchanting,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_ashen_boots_66438.png
66439,Briarbound Vial,Material,Ingot,Uncommon,Herbalism,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,material_briarbound_vial_66439.png
66440,Frosted Longbow,Gear,Mace,Uncommon,Herbalism,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_frosted_longbow_66440.png
66441,Mire-slick Salve (IV),Material,Leatherworking,Common,Cooking,Emberford_Marketwalk,Crafting component used across multiple recipes.,material_mire_slick_salve_iv_66441.png
66442,Briarbound Shortsword,Quest,Quest Item,Uncommon,Alchemy,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,quest_briarbound_shortsword_66442.png
66443,Dusk-hushed Gloves,Gear,Mail,Uncommon,Smithing,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_dusk_hushed_gloves_66443.png
66444,Dusk-hushed Vial (III),Quest,Quest Item,Uncommon,Alchemy,Frostbriar_Reach,Utility item that supports exploration and downtime.,quest_dusk_hushed_vial_iii_66444.png
66445,Marketfresh Cuirass (I),Map,Map,Uncommon,Leatherworking,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,map_marketfresh_cuirass_i_66445.png
66446,Sun-bleached Key,Profession Tool,Kit,Uncommon,Enchanting,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,profession tool_sun_bleached_key_66446.png
66447,Ashen Legwraps,Ingredient,Herb,Uncommon,Leatherworking,Frostbriar_Reach,Utility item that supports exploration and downtime.,ingredient_ashen_legwraps_66447.png
66448,Frosted Map,Tool,Utility,Uncommon,None,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,tool_frosted_map_66448.png
66449,Frosted Lockpick,Consumable,Bandage,Uncommon,Mining,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,consumable_frosted_lockpick_66449.png
66450,Stormbit Amulet,Gear,Staff,Rare,Smithing,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_stormbit_amulet_66450.png
66451,Ashen Thread,Gear,Staff,Common,Tailoring,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_ashen_thread_66451.png
66452,Glimmering Cloak,Consumable,Food,Common,Enchanting,Emberford_Marketwalk,Crafting component used across multiple recipes.,consumable_glimmering_cloak_66452.png
66453,Gravemark Ring (I),Material,Ingot,Uncommon,Herbalism,Frostbriar_Reach,Utility item that supports exploration and downtime.,material_gravemark_ring_i_66453.png
66454,Frosted Salve,Document,Scroll,Rare,Herbalism,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,document_frosted_salve_66454.png
66455,Gravemark Legwraps,Consumable,Bandage,Common,Cooking,Glimmerdeep_Mire,Crafting component used across multiple recipes.,consumable_gravemark_legwraps_66455.png
66456,Sun-bleached Ring (I),Document,Scroll,Uncommon,Woodworking,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,document_sun_bleached_ring_i_66456.png
66457,Marketfresh Gloves (IV),Gear,Cloth,Rare,None,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_marketfresh_gloves_iv_66457.png
66458,Glimmering Salve,Map,Map,Common,None,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,map_glimmering_salve_66458.png
66459,Briarbound Bandage,Ingredient,Ore,Uncommon,Woodworking,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_briarbound_bandage_66459.png
66460,Marketfresh Amulet,Consumable,Potion,Uncommon,Woodworking,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,consumable_marketfresh_amulet_66460.png
66461,Dusk-hushed Lantern (III),Gear,Polearm,Common,Enchanting,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_dusk_hushed_lantern_iii_66461.png
66462,Stormbit Ration,Gear,Leather,Uncommon,Cooking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_stormbit_ration_66462.png
66463,Briarbound Legwraps (II),Gear,Leather,Uncommon,Alchemy,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_briarbound_legwraps_ii_66463.png
66464,Emberlit Ingot,Consumable,Bandage,Uncommon,Mining,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,consumable_emberlit_ingot_66464.png
66465,Frosted Charm,Gear,Cloth,Common,Tailoring,Glimmerdeep_Mire,Crafting component used across multiple recipes.,gear_frosted_charm_66465.png
66466,Sun-bleached Ration,Ingredient,Ore,Uncommon,Woodworking,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,ingredient_sun_bleached_ration_66466.png
66467,Gravemark Charm,Gear,Leather,Uncommon,Enchanting,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_gravemark_charm_66467.png
66468,Briarbound Staff,Gear,Axe,Uncommon,Alchemy,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,gear_briarbound_staff_66468.png
66469,Marketfresh Lantern,Material,Leatherworking,Rare,Smithing,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,material_marketfresh_lantern_66469.png
66470,Stormbit Scroll (III),Consumable,Food,Uncommon,Tailoring,Glimmerdeep_Mire,Crafting component used across multiple recipes.,consumable_stormbit_scroll_iii_66470.png
66471,Glimmering Ingot (I),Gear,Cloth,Common,Tailoring,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_glimmering_ingot_i_66471.png
66472,Mire-slick Map (I),Consumable,Potion,Uncommon,Tailoring,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,consumable_mire_slick_map_i_66472.png
66473,Briarbound Staff (II),Profession Tool,Kit,Common,Woodworking,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,profession tool_briarbound_staff_ii_66473.png
66474,Mire-slick Gloves (II),Map,Map,Common,Woodworking,Glimmerdeep_Mire,Crafting component used across multiple recipes.,map_mire_slick_gloves_ii_66474.png
66475,Marketfresh Thread,Gear,Polearm,Uncommon,Smithing,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_marketfresh_thread_66475.png
66476,Sun-bleached Thread,Quest,Quest Item,Uncommon,Herbalism,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,quest_sun_bleached_thread_66476.png
66477,Gravemark Key,Ingredient,Hide,Uncommon,Cooking,Frostbriar_Reach,Utility item that supports exploration and downtime.,ingredient_gravemark_key_66477.png
66478,Dusk-hushed Longbow (III),Trinket,Charm,Rare,Alchemy,Glimmerdeep_Mire,Crafting component used across multiple recipes.,trinket_dusk_hushed_longbow_iii_66478.png
66479,Marketfresh Staff,Quest,Quest Item,Uncommon,Tailoring,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,quest_marketfresh_staff_66479.png
66480,Sun-bleached Scroll,Ingredient,Herb,Common,Tailoring,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_sun_bleached_scroll_66480.png
66481,Ashen Map,Gear,Dagger,Uncommon,Leatherworking,Frostbriar_Reach,Utility item that supports exploration and downtime.,gear_ashen_map_66481.png
66482,Briarbound Key (IV),Profession Tool,Kit,Common,Enchanting,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,profession tool_briarbound_key_iv_66482.png
66483,Glimmering Salve,Consumable,Bandage,Common,Smithing,Saltmarrow_Strand,Utility item that supports exploration and downtime.,consumable_glimmering_salve_66483.png
66484,Marketfresh Thread (II),Consumable,Food,Common,Woodworking,Emberford_Marketwalk,Crafting component used across multiple recipes.,consumable_marketfresh_thread_ii_66484.png
66485,Gravemark Hatchet (III),Ingredient,Wood,Rare,Cooking,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_gravemark_hatchet_iii_66485.png
66486,Glimmering Tonic (III),Gear,Polearm,Common,Mining,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_glimmering_tonic_iii_66486.png
66487,Stormbit Shortsword (IV),Gear,Bow,Rare,None,Frostbriar_Reach,Utility item that supports exploration and downtime.,gear_stormbit_shortsword_iv_66487.png
66488,Emberlit Legwraps (II),Gear,Polearm,Common,Cooking,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,gear_emberlit_legwraps_ii_66488.png
66489,Marketfresh Lockpick,Quest,Quest Item,Rare,Herbalism,Saltmarrow_Strand,Utility item that supports exploration and downtime.,quest_marketfresh_lockpick_66489.png
66490,Gravemark Gambeson,Key,Key,Rare,Woodworking,Frostbriar_Reach,Utility item that supports exploration and downtime.,key_gravemark_gambeson_66490.png
66491,Stormbit Ingot,Ingredient,Hide,Uncommon,Tailoring,Frostbriar_Reach,Crafting component used across multiple recipes.,ingredient_stormbit_ingot_66491.png
66492,Saltworn Lantern (III),Profession Tool,Kit,Common,Cooking,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,profession tool_saltworn_lantern_iii_66492.png
66493,Saltworn Amulet (III),Profession Tool,Kit,Uncommon,Leatherworking,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,profession tool_saltworn_amulet_iii_66493.png
66494,Dusk-hushed Bandage,Gear,Leather,Uncommon,Herbalism,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,gear_dusk_hushed_bandage_66494.png
66495,Sun-bleached Amulet,Gear,Cloth,Common,Woodworking,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_sun_bleached_amulet_66495.png
66496,Emberlit Ring,Ingredient,Herb,Common,Enchanting,Saltmarrow_Strand,Crafting component used across multiple recipes.,ingredient_emberlit_ring_66496.png
66497,Saltworn Cloak (IV),Gear,Plate,Uncommon,Alchemy,Glimmerdeep_Mire,Crafting component used across multiple recipes.,gear_saltworn_cloak_iv_66497.png
66498,Gravemark Staff,Ingredient,Ore,Uncommon,Herbalism,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,ingredient_gravemark_staff_66498.png
66499,Glimmering Cloak,Material,Leatherworking,Uncommon,Herbalism,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,material_glimmering_cloak_66499.png
66500,Glimmering Amulet,Ingredient,Hide,Uncommon,Mining,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,ingredient_glimmering_amulet_66500.png
66501,Dusk-hushed Longbow,Gear,Shield,Rare,Woodworking,Frostbriar_Reach,Crafting component used across multiple recipes.,gear_dusk_hushed_longbow_66501.png
66502,Emberlit Vial (II),Gear,Leather,Common,Alchemy,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_emberlit_vial_ii_66502.png
66503,Dusk-hushed Gambeson,Profession Tool,Kit,Common,Alchemy,Emberford_Marketwalk,Utility item that supports exploration and downtime.,profession tool_dusk_hushed_gambeson_66503.png
66504,Glimmering Lockpick,Consumable,Bandage,Uncommon,Mining,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,consumable_glimmering_lockpick_66504.png
66505,Glimmering Ingot (IV),Gear,Plate,Common,Herbalism,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,gear_glimmering_ingot_iv_66505.png
66506,Glimmering Gloves,Key,Key,Uncommon,Alchemy,Saltmarrow_Strand,Crafting component used across multiple recipes.,key_glimmering_gloves_66506.png
66507,Stormbit Charm (IV),Trinket,Charm,Common,None,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,trinket_stormbit_charm_iv_66507.png
66508,Marketfresh Key,Gear,Leather,Uncommon,Enchanting,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_marketfresh_key_66508.png
66509,Saltworn Ingot,Ingredient,Ore,Uncommon,Herbalism,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,ingredient_saltworn_ingot_66509.png
66510,Stormbit Cuirass,Tool,Utility,Common,Alchemy,Frostbriar_Reach,Utility item that supports exploration and downtime.,tool_stormbit_cuirass_66510.png
66511,Stormbit Ration,Document,Scroll,Uncommon,Smithing,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,document_stormbit_ration_66511.png
66512,Dusk-hushed Charm,Gear,Staff,Uncommon,Tailoring,Frostbriar_Reach,Crafting component used across multiple recipes.,gear_dusk_hushed_charm_66512.png
66513,Mire-slick Salve,Consumable,Potion,Uncommon,Smithing,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,consumable_mire_slick_salve_66513.png
66514,Stormbit Tonic (II),Gear,Mail,Rare,Tailoring,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_stormbit_tonic_ii_66514.png
66515,Dusk-hushed Lockpick,Consumable,Food,Rare,Tailoring,Saltmarrow_Strand,Crafting component used across multiple recipes.,consumable_dusk_hushed_lockpick_66515.png
66516,Sun-bleached Helm (IV),Consumable,Bandage,Uncommon,Smithing,Saltmarrow_Strand,Crafting component used across multiple recipes.,consumable_sun_bleached_helm_iv_66516.png
