id,name,category,subcategory,rarity,professions,region,short_uses,file_name
45860,Amberwake Guard,Ingredient,Mushroom,Common,Herbalism,Frostbriar,Craft input: gates a shortcut.,ingredient_amberwake_guard.png
45861,Harbor-wet Root,Gear,Axe,Uncommon,Smithing,Glimmerdeep,Field use: fills a gear gap.,gear_harbor_wet_root.png
45862,Silt-grit Wanted Poster,Gear,Gloves,Common,Tailoring,Greatwood,Quest hook: supports leveling.,gear_silt_grit_wanted_poster.png
45863,Sun-bleached Root,Profession Tool,Field,Common,Mining,Greatwood,Loot filler: keeps you moving.,profession_tool_sun_bleached_root.png
45864,Lantern-lit Bandage Roll,Curio,Totem,Uncommon,Jewelry,Ashen Fields,Field use: gates a shortcut.,curio_lantern_lit_bandage_roll.png
45865,Silt-grit Tally,Gear,Axe,Uncommon,Smithing,Saltmarrow,Loot filler: keeps you moving.,gear_silt_grit_tally.png
45866,Ash-dusted Ring,Consumable,Tea,Rare,Cooking,Frostbriar,Loot filler: fills a gear gap.,consumable_ash_dusted_ring.png
45867,Silt-grit Boots,Material,Ore,Uncommon,Mining,Frostbriar,Vendor staple: supports leveling.,material_silt_grit_boots.png
45868,River-smooth Ore,Ingredient,Fish,Common,Herbalism,Greatwood,Vendor staple: enables a recipe chain.,ingredient_river_smooth_ore.png
45869,Emberford Guard,Gear,Shield,Uncommon,Smithing,Hollowroot,Craft input: gates a shortcut.,gear_emberford_guard.png
45870,Lantern-lit Tally,Ingredient,Salt,Common,Alchemy,Emberford,Quest hook: gates a shortcut.,ingredient_lantern_lit_tally.png
45871,Sun-bleached Tea,Curio,Charm,Uncommon,Enchanting,Emberford,Vendor staple: fills a gear gap.,curio_sun_bleached_tea.png
45872,Greatwood Helm,Gear,Legs,Rare,Jewelry,Emberford,Utility piece: feeds a rumor.,gear_greatwood_helm.png
45873,Iron-banded Petal,Gear,Chest,Uncommon,Jewelry,Hollowroot,Field use: gates a shortcut.,gear_iron_banded_petal.png
45874,Emberford Seed,Material,Glass,Common,Tailoring,Hollowroot,Utility piece: gates a shortcut.,material_emberford_seed.png
45875,Sun-bleached Pendant,Material,Leather,Uncommon,Woodworking,Emberford,Loot filler: gates a shortcut.,material_sun_bleached_pendant.png
45876,Lantern-lit Lantern,Gear,Chest,Uncommon,Jewelry,Greatwood,Quest hook: keeps you moving.,gear_lantern_lit_lantern.png
45877,Pilgrim's Lichen,Curio,Totem,Common,Scribing,Frostbriar,Field use: gates a shortcut.,curio_pilgrim_s_lichen.png
45878,Glimmerdeep Charm,Ingredient,Meat,Common,Cooking,Glimmerdeep,Loot filler: supports leveling.,ingredient_glimmerdeep_charm.png
45879,Harbor-wet Spool,Consumable,Potion,Common,Alchemy,Saltmarrow,Quest hook: gates a shortcut.,consumable_harbor_wet_spool.png
45880,Amberwake Hood,Material,Ingot,Common,Tailoring,Emberford,Quest hook: enables a recipe chain.,material_amberwake_hood.png
45881,Ash-dusted Plank,Ingredient,Herb,Common,Cooking,Glimmerdeep,Utility piece: fills a gear gap.,ingredient_ash_dusted_plank.png
45882,Saltglass Vial,Consumable,Elixir,Uncommon,Alchemy,Ashen Fields,Utility piece: supports leveling.,consumable_saltglass_vial.png
45883,Frostworn Ring,Ingredient,Spice,Common,Fishing,Hollowroot,Craft input: keeps you moving.,ingredient_frostworn_ring.png
45884,Tide-taken Boots,Curio,Figurine,Uncommon,Jewelry,Ashen Fields,Utility piece: gates a shortcut.,curio_tide_taken_boots.png
45885,Frostworn Keybone,Ingredient,Grain,Common,Cooking,Ashen Fields,Quest hook: fills a gear gap.,ingredient_frostworn_keybone.png
45886,Greatwood Lichen,Gear,Ring,Uncommon,Leatherworking,Hollowroot,Quest hook: gates a shortcut.,gear_greatwood_lichen.png
45887,Amberwake Biscuit,Consumable,Potion,Rare,Cooking,Marketwalk,Loot filler: supports leveling.,consumable_amberwake_biscuit.png
45888,Amberwake Stew,Consumable,Tonic,Rare,Cooking,Emberford,Quest hook: gates a shortcut.,consumable_amberwake_stew.png
45889,Harbor-wet Pin,Material,Cloth,Uncommon,Leatherworking,Saltmarrow,Loot filler: supports leveling.,material_harbor_wet_pin.png
45890,Pilgrim's Pod,Material,Glass,Common,Leatherworking,Hollowroot,Quest hook: fills a gear gap.,material_pilgrim_s_pod.png
45891,Warden's Pod,Consumable,Food,Common,Alchemy,Ashen Fields,Craft input: fills a gear gap.,consumable_warden_s_pod.png
45892,Saltmarrow Root,Material,Timber,Common,Tailoring,Frostbriar,Quest hook: keeps you moving.,material_saltmarrow_root.png
45893,Iron-banded Trinket,Material,Wax,Common,Mining,Hollowroot,Craft input: fills a gear gap.,material_iron_banded_trinket.png
45894,Lantern-lit Hilt,Gear,Cloak,Common,Smithing,Ashen Fields,Quest hook: fills a gear gap.,gear_lantern_lit_hilt.png
45895,Storm-bit Permit Slip,Trophy,Fang,Common,—,Glimmerdeep,Field use: enables a recipe chain.,trophy_storm_bit_permit_slip.png
45896,Tide-taken Totem,Gear,Wand,Common,Tailoring,Saltmarrow,Quest hook: fills a gear gap.,gear_tide_taken_totem.png
45897,Briarbound Tea,Gear,Ring,Uncommon,Jewelry,Ashen Fields,Quest hook: feeds a rumor.,gear_briarbound_tea.png
45898,Mire-touched Hood,Gear,Gloves,Uncommon,Leatherworking,Ashen Fields,Utility piece: gates a shortcut.,gear_mire_touched_hood.png
45899,Greatwood Tea,Material,Pigment,Common,Alchemy,Ashen Fields,Loot filler: enables a recipe chain.,material_greatwood_tea.png
45900,Sun-bleached Coat,Material,Resin,Uncommon,Tailoring,Frostbriar,Vendor staple: keeps you moving.,material_sun_bleached_coat.png
45901,Warden's Tincture,Consumable,Tonic,Common,Alchemy,Hollowroot,Loot filler: keeps you moving.,consumable_warden_s_tincture.png
45902,Frostworn Cloak,Trinket,Charm,Uncommon,Jewelry,Frostbriar,Field use: supports leveling.,trinket_frostworn_cloak.png
45903,Glimmerdeep Pouch,Gear,Axe,Common,Smithing,Marketwalk,Vendor staple: keeps you moving.,gear_glimmerdeep_pouch.png
45904,Mire-touched Root,Material,Timber,Common,Alchemy,Hollowroot,Quest hook: feeds a rumor.,material_mire_touched_root.png
45905,Cinder-scarred Plank,Curio,Signet,Rare,Scribing,Frostbriar,Utility piece: gates a shortcut.,curio_cinder_scarred_plank.png
45906,Saltmarrow Cloak,Gear,Staff,Common,Smithing,Ashen Fields,Utility piece: enables a recipe chain.,gear_saltmarrow_cloak.png
45907,Gutterborn Pendant,Consumable,Tea,Common,Cooking,Glimmerdeep,Loot filler: gates a shortcut.,consumable_gutterborn_pendant.png
45908,Tide-taken Hook,Gear,Cloak,Common,Tailoring,Emberford,Quest hook: fills a gear gap.,gear_tide_taken_hook.png
45909,Mire-touched Lantern,Material,Timber,Common,Smithing,Emberford,Loot filler: keeps you moving.,material_mire_touched_lantern.png
45910,Amberwake Permit Slip,Material,Glass,Uncommon,Woodworking,Hollowroot,Vendor staple: fills a gear gap.,material_amberwake_permit_slip.png
45911,Moon-stitched Salve,Material,Leather,Common,Alchemy,Emberford,Craft input: supports leveling.,material_moon_stitched_salve.png
45912,Storm-bit Charm,Gear,Bow,Rare,Woodworking,Marketwalk,Craft input: feeds a rumor.,gear_storm_bit_charm.png
45913,Briarbound Trinket,Ingredient,Fruit,Common,Fishing,Saltmarrow,Quest hook: feeds a rumor.,ingredient_briarbound_trinket.png
45914,Frostbriar Pod,Consumable,Tonic,Uncommon,Cooking,Saltmarrow,Field use: enables a recipe chain.,consumable_frostbriar_pod.png
45915,Frostworn Ore,Gear,Helm,Uncommon,Tailoring,Frostbriar,Quest hook: gates a shortcut.,gear_frostworn_ore.png
45916,Moon-stitched Compass,Gear,Helm,Common,Woodworking,Emberford,Vendor staple: keeps you moving.,gear_moon_stitched_compass.png
45917,Warden's Lockpick,Material,Glass,Common,Skinning,Saltmarrow,Loot filler: keeps you moving.,material_warden_s_lockpick.png
45918,Harbor-wet Hood,Material,Ingot,Uncommon,Leatherworking,Saltmarrow,Utility piece: supports leveling.,material_harbor_wet_hood.png
45919,Mire-touched Tally,World Object,Marker,Common,—,Emberford,Loot filler: gates a shortcut.,world_object_mire_touched_tally.png
45920,Briarbound Boots,Gear,Bow,Common,Leatherworking,Marketwalk,Utility piece: enables a recipe chain.,gear_briarbound_boots.png
45921,Lantern-lit Bottle,Map,Rubbing,Common,—,Marketwalk,Loot filler: gates a shortcut.,map_lantern_lit_bottle.png
45922,Sun-bleached Plank,Consumable,Food,Uncommon,Alchemy,Frostbriar,Loot filler: gates a shortcut.,consumable_sun_bleached_plank.png
45923,Moon-stitched Pin,Ingredient,Grain,Uncommon,Alchemy,Marketwalk,Loot filler: keeps you moving.,ingredient_moon_stitched_pin.png
45924,Cinder-scarred Nail,Ingredient,Fruit,Uncommon,Alchemy,Saltmarrow,Quest hook: fills a gear gap.,ingredient_cinder_scarred_nail.png
45925,Saltmarrow Plank,Material,Stone,Common,Smithing,Frostbriar,Vendor staple: enables a recipe chain.,material_saltmarrow_plank.png
45926,Greatwood Vial,Gear,Mace,Uncommon,Smithing,Greatwood,Craft input: enables a recipe chain.,gear_greatwood_vial.png
45927,River-smooth Thread,Curio,Totem,Rare,Scribing,Greatwood,Utility piece: feeds a rumor.,curio_river_smooth_thread.png
45928,Moon-stitched Seed,Ingredient,Fruit,Common,Fishing,Glimmerdeep,Quest hook: enables a recipe chain.,ingredient_moon_stitched_seed.png
45929,Mire-touched Pendant,Ingredient,Spice,Common,Fishing,Ashen Fields,Utility piece: keeps you moving.,ingredient_mire_touched_pendant.png
45930,Saltglass Canteen,Quest Item,Evidence,Common,—,Hollowroot,Loot filler: gates a shortcut.,quest_item_saltglass_canteen.png
45931,Glimmerdeep Pod,Curio,Totem,Rare,Scribing,Greatwood,Vendor staple: supports leveling.,curio_glimmerdeep_pod.png
45932,Mire-touched Bottle,Ingredient,Spice,Common,Fishing,Frostbriar,Utility piece: supports leveling.,ingredient_mire_touched_bottle.png
45933,Iron-banded Cloak,Consumable,Potion,Common,Cooking,Hollowroot,Quest hook: keeps you moving.,consumable_iron_banded_cloak.png
45934,Greatwood Vest,Curio,Figurine,Common,Scribing,Marketwalk,Utility piece: supports leveling.,curio_greatwood_vest.png
45935,Amberwake Vest,Quest Item,Parcel,Common,—,Marketwalk,Loot filler: keeps you moving.,quest_item_amberwake_vest.png
45936,Silt-grit Vial,Gear,Belt,Rare,Jewelry,Greatwood,Loot filler: gates a shortcut.,gear_silt_grit_vial.png
45937,Emberford Sash,Curio,Signet,Common,Jewelry,Glimmerdeep,Quest hook: fills a gear gap.,curio_emberford_sash.png
45938,Ash-dusted Sash,Curio,Totem,Uncommon,Jewelry,Marketwalk,Craft input: keeps you moving.,curio_ash_dusted_sash.png
45939,Storm-bit Map Scrap,Ingredient,Fish,Common,Alchemy,Ashen Fields,Vendor staple: keeps you moving.,ingredient_storm_bit_map_scrap.png
45940,Tide-taken Biscuit,Consumable,Food,Uncommon,Cooking,Hollowroot,Loot filler: feeds a rumor.,consumable_tide_taken_biscuit.png
45941,Frostworn Tea,Material,Ore,Uncommon,Alchemy,Frostbriar,Quest hook: keeps you moving.,material_frostworn_tea.png
45942,Emberford Root,Gear,Cloak,Uncommon,Leatherworking,Greatwood,Field use: keeps you moving.,gear_emberford_root.png
45943,Sun-bleached Trophy Fang,Gear,Dagger,Common,Smithing,Greatwood,Craft input: gates a shortcut.,gear_sun_bleached_trophy_fang.png
45944,Amberwake Root,Gear,Mace,Common,Smithing,Ashen Fields,Vendor staple: feeds a rumor.,gear_amberwake_root.png
45945,Glimmerdeep Canteen,Consumable,Elixir,Uncommon,Cooking,Emberford,Quest hook: keeps you moving.,consumable_glimmerdeep_canteen.png
45946,Saltglass Buckler,Curio,Totem,Common,Enchanting,Greatwood,Loot filler: fills a gear gap.,curio_saltglass_buckler.png
45947,Warden's Ring,Map,Rubbing,Common,—,Glimmerdeep,Field use: keeps you moving.,map_warden_s_ring.png
45948,Ash-dusted Pommel,Ingredient,Spice,Common,Herbalism,Emberford,Utility piece: keeps you moving.,ingredient_ash_dusted_pommel.png
45949,Moon-stitched Seed,Ingredient,Root,Common,Cooking,Frostbriar,Quest hook: supports leveling.,ingredient_moon_stitched_seed.png
45950,Emberford Spool,Gear,Sword,Uncommon,Smithing,Marketwalk,Craft input: enables a recipe chain.,gear_emberford_spool.png
45951,Iron-banded Guard,Consumable,Elixir,Common,Alchemy,Marketwalk,Craft input: keeps you moving.,consumable_iron_banded_guard.png
45952,Harbor-wet Compass,Material,Leather,Uncommon,Smithing,Greatwood,Craft input: enables a recipe chain.,material_harbor_wet_compass.png
45953,Moon-stitched Ring,Material,Cloth,Common,Leatherworking,Marketwalk,Craft input: fills a gear gap.,material_moon_stitched_ring.png
45954,Tide-taken Ore,Tool,Lockpicks,Common,Smithing,Greatwood,Field use: feeds a rumor.,tool_tide_taken_ore.png
45955,Glimmerdeep Seed,Consumable,Bandage,Uncommon,Cooking,Frostbriar,Field use: enables a recipe chain.,consumable_glimmerdeep_seed.png
45956,Lantern-lit Buckler,Material,Ingot,Uncommon,Skinning,Frostbriar,Utility piece: supports leveling.,material_lantern_lit_buckler.png
45957,Emberford Guard,Ingredient,Grain,Common,Herbalism,Greatwood,Field use: gates a shortcut.,ingredient_emberford_guard.png
45958,Iron-banded Tincture,Consumable,Food,Rare,Alchemy,Emberford,Utility piece: feeds a rumor.,consumable_iron_banded_tincture.png
45959,Saltglass Guard,Curio,Totem,Rare,Enchanting,Marketwalk,Quest hook: gates a shortcut.,curio_saltglass_guard.png
45960,Glimmerdeep Bandage Roll,Gear,Chest,Common,Leatherworking,Marketwalk,Vendor staple: fills a gear gap.,gear_glimmerdeep_bandage_roll.png
45961,Amberwake Salve,Ingredient,Salt,Common,Alchemy,Marketwalk,Utility piece: fills a gear gap.,ingredient_amberwake_salve.png
45962,Emberford Lantern,Consumable,Potion,Rare,Cooking,Greatwood,Loot filler: enables a recipe chain.,consumable_emberford_lantern.png
45963,Pilgrim's Charm,Material,Ingot,Common,Leatherworking,Emberford,Craft input: gates a shortcut.,material_pilgrim_s_charm.png
45964,Greatwood Keybone,Gear,Staff,Uncommon,Woodworking,Glimmerdeep,Vendor staple: supports leveling.,gear_greatwood_keybone.png
45965,Tide-taken Spool,Material,Timber,Common,Mining,Ashen Fields,Quest hook: feeds a rumor.,material_tide_taken_spool.png
45966,Briarbound Pommel,Ingredient,Fruit,Uncommon,Alchemy,Saltmarrow,Field use: enables a recipe chain.,ingredient_briarbound_pommel.png
45967,Emberford Root,Gear,Ring,Common,Smithing,Saltmarrow,Vendor staple: keeps you moving.,gear_emberford_root.png
45968,Tide-taken Token,Material,Stone,Common,Smithing,Frostbriar,Loot filler: keeps you moving.,material_tide_taken_token.png
45969,Mire-touched Root,Ingredient,Herb,Rare,Herbalism,Frostbriar,Quest hook: supports leveling.,ingredient_mire_touched_root.png
45970,Frostworn Lantern,Material,Cloth,Rare,Mining,Saltmarrow,Loot filler: supports leveling.,material_frostworn_lantern.png
45971,Hollowroot Trophy Fang,Ingredient,Fruit,Common,Alchemy,Saltmarrow,Vendor staple: feeds a rumor.,ingredient_hollowroot_trophy_fang.png
45972,Lantern-lit Tally,Gear,Staff,Uncommon,Jewelry,Saltmarrow,Vendor staple: feeds a rumor.,gear_lantern_lit_tally.png
45973,Saltmarrow Hook,Profession Tool,Instrument,Common,Fishing,Marketwalk,Vendor staple: supports leveling.,profession_tool_saltmarrow_hook.png
45974,Frostbriar Ingot,Curio,Charm,Common,Scribing,Frostbriar,Craft input: feeds a rumor.,curio_frostbriar_ingot.png
45975,Saltmarrow Leather Strip,Gear,Ring,Common,Woodworking,Saltmarrow,Craft input: fills a gear gap.,gear_saltmarrow_leather_strip.png
45976,Harbor-wet Boots,Material,Cloth,Common,Tailoring,Ashen Fields,Loot filler: keeps you moving.,material_harbor_wet_boots.png
45977,Briarbound Charm,Material,Cloth,Common,Smithing,Ashen Fields,Loot filler: enables a recipe chain.,material_briarbound_charm.png
45978,Glimmerdeep Buckler,Ingredient,Fruit,Common,Herbalism,Hollowroot,Quest hook: supports leveling.,ingredient_glimmerdeep_buckler.png
45979,Greatwood Coat,Consumable,Bandage,Common,Alchemy,Emberford,Utility piece: gates a shortcut.,consumable_greatwood_coat.png
45980,Greatwood Biscuit,Gear,Dagger,Rare,Smithing,Frostbriar,Utility piece: gates a shortcut.,gear_greatwood_biscuit.png
45981,Iron-banded Biscuit,Gear,Mace,Common,Smithing,Saltmarrow,Field use: fills a gear gap.,gear_iron_banded_biscuit.png
45982,Gutterborn Lockpick,Trophy,Fang,Uncommon,—,Saltmarrow,Craft input: fills a gear gap.,trophy_gutterborn_lockpick.png
45983,Harbor-wet Tally,Material,Leather,Common,Woodworking,Frostbriar,Quest hook: fills a gear gap.,material_harbor_wet_tally.png
45984,Ash-dusted Leather Strip,Curio,Mask,Uncommon,Jewelry,Glimmerdeep,Field use: supports leveling.,curio_ash_dusted_leather_strip.png
45985,Greatwood Token,Ingredient,Spice,Common,Fishing,Glimmerdeep,Vendor staple: fills a gear gap.,ingredient_greatwood_token.png
45986,Tide-taken Leather Strip,Consumable,Bandage,Common,Alchemy,Ashen Fields,Craft input: gates a shortcut.,consumable_tide_taken_leather_strip.png
45987,Lantern-lit Sash,Material,Cloth,Uncommon,Skinning,Greatwood,Loot filler: fills a gear gap.,material_lantern_lit_sash.png
45988,Moon-stitched Keybone,Material,Cloth,Uncommon,Tailoring,Emberford,Quest hook: gates a shortcut.,material_moon_stitched_keybone.png
45989,Lantern-lit Gloves,Consumable,Bandage,Common,Alchemy,Frostbriar,Quest hook: keeps you moving.,consumable_lantern_lit_gloves.png
45990,Storm-bit Canteen,Gear,Helm,Uncommon,Tailoring,Emberford,Utility piece: fills a gear gap.,gear_storm_bit_canteen.png
45991,Gutterborn Buckler,Profession Tool,Field,Uncommon,Woodworking,Emberford,Vendor staple: keeps you moving.,profession_tool_gutterborn_buckler.png
45992,Frostworn Trophy Fang,Consumable,Tea,Uncommon,Cooking,Hollowroot,Loot filler: gates a shortcut.,consumable_frostworn_trophy_fang.png
45993,Mire-touched Tea,Consumable,Tea,Common,Cooking,Frostbriar,Loot filler: enables a recipe chain.,consumable_mire_touched_tea.png
45994,Storm-bit Ration,World Object,Deployable,Common,—,Emberford,Vendor staple: feeds a rumor.,world_object_storm_bit_ration.png
45995,Glimmerdeep Tally,Material,Ore,Uncommon,Woodworking,Frostbriar,Field use: enables a recipe chain.,material_glimmerdeep_tally.png
45996,Mire-touched Pommel,Consumable,Tea,Uncommon,Alchemy,Saltmarrow,Craft input: keeps you moving.,consumable_mire_touched_pommel.png
45997,Hollowroot Charm,Material,Stone,Uncommon,Alchemy,Glimmerdeep,Vendor staple: keeps you moving.,material_hollowroot_charm.png
45998,Tide-taken Helm,Material,Leather,Common,Mining,Greatwood,Craft input: supports leveling.,material_tide_taken_helm.png
45999,Iron-banded Biscuit,Gear,Boots,Rare,Smithing,Greatwood,Vendor staple: supports leveling.,gear_iron_banded_biscuit.png
46000,Pilgrim's Vial,Consumable,Bandage,Common,Alchemy,Emberford,Vendor staple: fills a gear gap.,consumable_pilgrim_s_vial.png
46001,Silt-grit Pouch,Material,Timber,Rare,Mining,Frostbriar,Field use: feeds a rumor.,material_silt_grit_pouch.png
46002,Pilgrim's Tally,Consumable,Potion,Uncommon,Alchemy,Marketwalk,Vendor staple: feeds a rumor.,consumable_pilgrim_s_tally.png
46003,Briarbound Lantern,Material,Timber,Uncommon,Tailoring,Greatwood,Loot filler: gates a shortcut.,material_briarbound_lantern.png
46004,Warden's Compass,Ingredient,Meat,Common,Fishing,Frostbriar,Craft input: supports leveling.,ingredient_warden_s_compass.png
46005,Emberford Token,Ingredient,Grain,Common,Herbalism,Glimmerdeep,Vendor staple: gates a shortcut.,ingredient_emberford_token.png
46006,Gutterborn Pin,Gear,Gloves,Common,Woodworking,Emberford,Field use: feeds a rumor.,gear_gutterborn_pin.png
46007,Sun-bleached Belt,Curio,Totem,Uncommon,Scribing,Emberford,Utility piece: fills a gear gap.,curio_sun_bleached_belt.png
46008,Lantern-lit Boots,Consumable,Tea,Uncommon,Cooking,Glimmerdeep,Quest hook: enables a recipe chain.,consumable_lantern_lit_boots.png
46009,Cinder-scarred Cloak,Quest Item,Seal,Rare,—,Hollowroot,Craft input: supports leveling.,quest_item_cinder_scarred_cloak.png
46010,Sun-bleached Stew,Material,Resin,Common,Smithing,Frostbriar,Loot filler: keeps you moving.,material_sun_bleached_stew.png
46011,Saltmarrow Pommel,Material,Resin,Uncommon,Mining,Frostbriar,Loot filler: keeps you moving.,material_saltmarrow_pommel.png
46012,Silt-grit Cloak,Material,Resin,Common,Skinning,Glimmerdeep,Quest hook: feeds a rumor.,material_silt_grit_cloak.png
46013,Greatwood Boots,Curio,Mask,Rare,Jewelry,Emberford,Vendor staple: gates a shortcut.,curio_greatwood_boots.png
46014,Frostbriar Lantern,Gear,Chest,Common,Woodworking,Saltmarrow,Vendor staple: supports leveling.,gear_frostbriar_lantern.png
46015,Greatwood Cloak,Map,Chart,Common,—,Marketwalk,Quest hook: enables a recipe chain.,map_greatwood_cloak.png
46016,Glimmerdeep Tally,Gear,Belt,Uncommon,Tailoring,Emberford,Loot filler: enables a recipe chain.,gear_glimmerdeep_tally.png
46017,Sun-bleached Totem,Curio,Figurine,Uncommon,Jewelry,Marketwalk,Utility piece: keeps you moving.,curio_sun_bleached_totem.png
46018,Storm-bit Gloves,Ingredient,Mushroom,Common,Herbalism,Emberford,Loot filler: keeps you moving.,ingredient_storm_bit_gloves.png
46019,Amberwake Pendant,Quest Item,Evidence,Uncommon,—,Marketwalk,Utility piece: keeps you moving.,quest_item_amberwake_pendant.png
46020,Amberwake Vest,Gear,Staff,Common,Woodworking,Saltmarrow,Quest hook: keeps you moving.,gear_amberwake_vest.png
46021,Warden's Biscuit,Curio,Figurine,Common,Enchanting,Emberford,Vendor staple: enables a recipe chain.,curio_warden_s_biscuit.png
46022,Lantern-lit Tincture,Gear,Dagger,Rare,Smithing,Frostbriar,Field use: supports leveling.,gear_lantern_lit_tincture.png
46023,Tide-taken Pouch,Material,Ingot,Common,Woodworking,Saltmarrow,Quest hook: fills a gear gap.,material_tide_taken_pouch.png
46024,Hollowroot Keybone,Trinket,Charm,Uncommon,Jewelry,Marketwalk,Craft input: feeds a rumor.,trinket_hollowroot_keybone.png
46025,Cinder-scarred Sash,Ingredient,Spice,Uncommon,Alchemy,Frostbriar,Field use: supports leveling.,ingredient_cinder_scarred_sash.png
46026,Lantern-lit Hook,Curio,Charm,Uncommon,Scribing,Saltmarrow,Vendor staple: keeps you moving.,curio_lantern_lit_hook.png
46027,Iron-banded Petal,Gear,Staff,Common,Leatherworking,Greatwood,Field use: keeps you moving.,gear_iron_banded_petal.png
46028,Emberford Plank,Ingredient,Salt,Common,Alchemy,Frostbriar,Utility piece: supports leveling.,ingredient_emberford_plank.png
46029,Emberford Belt,Material,Timber,Common,Woodworking,Frostbriar,Vendor staple: enables a recipe chain.,material_emberford_belt.png
46030,Greatwood Vial,Gear,Pendant,Common,Leatherworking,Greatwood,Utility piece: fills a gear gap.,gear_greatwood_vial.png
46031,Hollowroot Buckler,Gear,Pendant,Uncommon,Leatherworking,Saltmarrow,Utility piece: enables a recipe chain.,gear_hollowroot_buckler.png
46032,Iron-banded Pod,Gear,Ring,Uncommon,Leatherworking,Ashen Fields,Craft input: feeds a rumor.,gear_iron_banded_pod.png
46033,River-smooth Permit Slip,Ingredient,Root,Common,Alchemy,Frostbriar,Quest hook: enables a recipe chain.,ingredient_river_smooth_permit_slip.png
46034,Sun-bleached Canteen,Ingredient,Mushroom,Common,Alchemy,Ashen Fields,Quest hook: supports leveling.,ingredient_sun_bleached_canteen.png
46035,Frostbriar Wanted Poster,Gear,Shield,Common,Smithing,Saltmarrow,Loot filler: fills a gear gap.,gear_frostbriar_wanted_poster.png
46036,Cinder-scarred Tea,Gear,Chest,Common,Woodworking,Ashen Fields,Vendor staple: keeps you moving.,gear_cinder_scarred_tea.png
46037,Harbor-wet Leather Strip,Gear,Staff,Common,Leatherworking,Saltmarrow,Vendor staple: supports leveling.,gear_harbor_wet_leather_strip.png
46038,Moon-stitched Ration,Ingredient,Oil,Common,Cooking,Emberford,Utility piece: gates a shortcut.,ingredient_moon_stitched_ration.png
46039,Frostworn Tea,Ingredient,Grain,Common,Fishing,Ashen Fields,Craft input: enables a recipe chain.,ingredient_frostworn_tea.png
46040,Sun-bleached Lantern,Gear,Axe,Common,Smithing,Marketwalk,Craft input: fills a gear gap.,gear_sun_bleached_lantern.png
46041,Frostbriar Ingot,Consumable,Bandage,Common,Cooking,Glimmerdeep,Craft input: keeps you moving.,consumable_frostbriar_ingot.png
46042,Cinder-scarred Sash,Consumable,Bandage,Uncommon,Alchemy,Ashen Fields,Vendor staple: gates a shortcut.,consumable_cinder_scarred_sash.png
46043,Lantern-lit Map Scrap,Gear,Bow,Common,Leatherworking,Greatwood,Loot filler: fills a gear gap.,gear_lantern_lit_map_scrap.png
46044,Iron-banded Ledger Page,Trophy,Hide,Common,—,Frostbriar,Vendor staple: feeds a rumor.,trophy_iron_banded_ledger_page.png
46045,Frostworn Wanted Poster,Gear,Bow,Common,Jewelry,Emberford,Quest hook: supports leveling.,gear_frostworn_wanted_poster.png
46046,Briarbound Boots,Tool,Utility,Uncommon,Woodworking,Frostbriar,Field use: keeps you moving.,tool_briarbound_boots.png
46047,Lantern-lit Totem,Gear,Axe,Common,Smithing,Saltmarrow,Field use: keeps you moving.,gear_lantern_lit_totem.png
46048,Ash-dusted Lichen,Gear,Pendant,Common,Smithing,Glimmerdeep,Vendor staple: keeps you moving.,gear_ash_dusted_lichen.png
46049,Pilgrim's Pod,Material,Pigment,Common,Skinning,Frostbriar,Field use: feeds a rumor.,material_pilgrim_s_pod.png
46050,Glimmerdeep Shard,Gear,Helm,Uncommon,Leatherworking,Ashen Fields,Craft input: fills a gear gap.,gear_glimmerdeep_shard.png
46051,Harbor-wet Seed,Material,Pigment,Rare,Woodworking,Hollowroot,Craft input: supports leveling.,material_harbor_wet_seed.png
46052,Mire-touched Map Scrap,Tool,Travel,Uncommon,Scribing,Emberford,Loot filler: keeps you moving.,tool_mire_touched_map_scrap.png
46053,River-smooth Canteen,Consumable,Bandage,Common,Alchemy,Greatwood,Craft input: supports leveling.,consumable_river_smooth_canteen.png
46054,Gutterborn Thread,Ingredient,Spice,Uncommon,Fishing,Frostbriar,Vendor staple: feeds a rumor.,ingredient_gutterborn_thread.png
46055,Mire-touched Tincture,Gear,Shield,Common,Smithing,Frostbriar,Quest hook: keeps you moving.,gear_mire_touched_tincture.png
46056,Ash-dusted Pin,Gear,Helm,Uncommon,Leatherworking,Glimmerdeep,Loot filler: gates a shortcut.,gear_ash_dusted_pin.png
46057,Moon-stitched Cloak,Gear,Belt,Uncommon,Tailoring,Frostbriar,Vendor staple: gates a shortcut.,gear_moon_stitched_cloak.png
46058,Hollowroot Ration,Ingredient,Spice,Common,Fishing,Ashen Fields,Field use: fills a gear gap.,ingredient_hollowroot_ration.png
46059,Lantern-lit Ration,Consumable,Food,Common,Alchemy,Emberford,Vendor staple: feeds a rumor.,consumable_lantern_lit_ration.png
46060,Frostbriar Compass,Ingredient,Fruit,Rare,Cooking,Glimmerdeep,Craft input: enables a recipe chain.,ingredient_frostbriar_compass.png
46061,Glimmerdeep Root,World Object,Interactable,Common,—,Marketwalk,Utility piece: supports leveling.,world_object_glimmerdeep_root.png
46062,Moon-stitched Boots,Material,Pigment,Common,Smithing,Glimmerdeep,Utility piece: enables a recipe chain.,material_moon_stitched_boots.png
46063,Emberford Guard,Consumable,Tonic,Common,Alchemy,Greatwood,Quest hook: enables a recipe chain.,consumable_emberford_guard.png
